,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-MINIFOL2,conclusion-MINIFOL2
144,167,"If you go somewhere by train, you will not lose time.
If you go somewhere by car and meet a traffic jam, you will lose time.
If you lose time, you will be late for work.
Mary can get from New Haven to New York City either by train or car.
Mary is late for work.","∀x (GoByTrain(x) → ¬LoseTime(x))
∀x((GoByCar(x) ∧ Meet(x, trafficJam)) → LoseTime(x))
∀x (LoseTime(x) → LateForWork(x))
FromAndTo(newHaven, newYork) ∧ (GoByTrain(mary) ⊕ GoByCar(mary))
LateForWork(mary)",Mary gets from New Haven to New York City by train.,"FromAndTo(newHaven, newYork) ∧ GoByTrain(mary)",False,479,"all:x (gobytrain(x) :- ~losetime(x))
all:x((gobycar(x) & meet(x, trafficjam)) :- losetime(x))
all:x (losetime(x) :- lateforwork(x))
fromandto(newhaven, newyork) & (gobytrain(mary) ^ gobycar(mary))
lateforwork(mary)","fromandto(newhaven, newyork) & gobytrain(mary)"
145,348,"All young adults at the event like independence.
All college students at the event are young adults.
All Yale students at the event are college students.
Everyone at the event is a Yale student or a Harvard student.
All Harvard students at the event are diligent.
Susan is at the event, and if Susan is a Harvard student, then she is a young adult.
If Susan is a Yale student, then she does not like independence.","∀x (At(x, event) ∧ YoungAdult(x) → Like(x, independence))
∀x (At(x, event) ∧ CollegeStudent(x) → YoungAdult(x))
∀x (At(x, event) ∧ YaleStudent(x) → CollegeStudent(x))
∀x (At(x, event) → (YaleStudent(x) ⊕ HarvardStudent(x)))
∀x (At(x, event) ∧ HarvardStudent(x) → Diligent(x))
At(susan, event) ∧ (HarvardStudent(susan) → YoungAdult(susan))
YaleStudent(susan) → ¬Like(susan, independence)",Susan is a college student.,CollegeStudent(susan),Uncertain,921,"all:x (at(x, event) & youngadult(x) :- like(x, independence))
all:x (at(x, event) & collegestudent(x) :- youngadult(x))
all:x (at(x, event) & yalestudent(x) :- collegestudent(x))
all:x (at(x, event) :- (yalestudent(x) ^ harvardstudent(x)))
all:x (at(x, event) & harvardstudent(x) :- diligent(x))
at(susan, event) & (harvardstudent(susan) :- youngadult(susan))
yalestudent(susan) :- ~like(susan, independence)",collegestudent(susan)
146,418,"Some monitors equipped in the library are produced by AOC. 
All monitors equipped in the library are cheaper than 800 dollars. 
All monitors cheaper than 800 dollars are with a resolution lower than 1080p. 
If a monitor has a resolution lower than 1080p, then it does not support the type-c port. 
A-2017 supports the type-c port. ","∃x ∃y(Monitor(x) ∧ ProducedBy(x, aOC) ∧ In(x, library) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, aOC) ∧ In(y, library))
∀x ((Monitor(x) ∧ In(x, library)) → CheaperThan(x, dollars800))
∀x ((Monitor(x) ∧ CheaperThan(x, dollars800)) → ResolutionLessThan(x, p1080))
∀x ((Monitor(x) ∧ ResolutionLessThan(x, p1080)) → ¬Supports(x, type-CPort))
Supports(a-2017, type-CPort)",A-2017 is produced by AOC and equipped in the library.,"ProducedBy(a-2017, aOC) ∧ In(a-2017, library)",False,1179,"x y(monitor(x) & producedby(x, aoc) & in(x, library) & (~(x=y)) & monitor(y) & producedby(y, aoc) & in(y, library))
all:x ((monitor(x) & in(x, library)) :- cheaperthan(x, dollars800))
all:x ((monitor(x) & cheaperthan(x, dollars800)) :- resolutionlessthan(x, p1080))
all:x ((monitor(x) & resolutionlessthan(x, p1080)) :- ~supports(x, type-cport))
supports(a-2017, type-cport)","producedby(a-2017, aoc) & in(a-2017, library)"
147,333,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","∀x (HaveIn(x, aLotOfMusicDecoration, room) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorations(x, room))
∀x (AttendFrequently(x, musicFestival) ∧ YoungTeenageGirl(x) → BigFanOfPopBand(x) ∧ BigFanOfPopSinger(x))
Ambitious(sam) → BBigFanOfPopBand(sam) ∧ BigFanOfPopSinger(sam)",Sam has high ambitions and future career goals and is a young teenage girl attending college.,"Ambitious(sam) ∧ Attend(sam, festival) ∧ YoungTeenageGirl(sam)",False,868,"all:x (havein(x, alotofmusicdecoration, room) :- ~moveouteasily(x))
all:x (ambitious(x) :- moveouteasily(x))
all:x (bigfanofmusic(x) :- musicdecorations(x, room))
all:x (attendfrequently(x, musicfestival) & youngteenagegirl(x) :- bigfanofpopband(x) & bigfanofpopsinger(x))
ambitious(sam) :- bbigfanofpopband(sam) & bigfanofpopsinger(sam)","ambitious(sam) & attend(sam, festival) & youngteenagegirl(sam)"
148,454,"Functional brainstems are necessary for breath control.
All humans that can swim can control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance.
Every human who can stand on the ground by themselves has functional leg muscles. 
George and Archie are humans.
George can control his balance and can swim.
Archie can walk if and only if he has functional brainstems.","∀x (CanControl(x, breath) → FunctionalBrainStem(x))
∀x (Human(x) ∧ CanSwim(x) → CanControl(x, breath))
∀x (Human(x) → (CanSwim(x) ∨ CanWalk(x)))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnTheGround(x, themselves))
∀x (Human(x) ∧ FunctionalBrainStem(x) → CanControl(x, balance))
∀x (Human(x) ∧ CanStandOnTheGround(x, themselves) → FunctionalLegMuscle(x)))
Human(george) ∧ Human(archie)
CanControl(george, balance) ∧ CanSwim(george)
¬(CanWalk(archie) ⊕ FunctionalBrainStem(x))
",George has functional leg muscles.,FunctionalLegMuscle(archie),Uncertain,1307,"all:x (cancontrol(x, breath) :- functionalbrainstem(x))
all:x (human(x) & canswim(x) :- cancontrol(x, breath))
all:x (human(x) :- (canswim(x) | canwalk(x)))
all:x (human(x) & canwalk(x) :- canstandontheground(x, themselves))
all:x (human(x) & functionalbrainstem(x) :- cancontrol(x, balance))
all:x (human(x) & canstandontheground(x, themselves) :- functionallegmuscle(x)))
human(george) & human(archie)
cancontrol(george, balance) & canswim(george)
~(canwalk(archie) ^ functionalbrainstem(x))
",functionallegmuscle(archie)
149,102,"Edwin Smith was a New Zealand rower from Auckland.
Edwin Smith was also known as Ted Smith.
Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.","From(edwinSmith, newZealand) ∧ Rower(edwinSmith) ∧ From(edwinSmith, auckland)
edwinSmith=tedSmith
GoTo(edwinSmith, roseRoadPrimarySchool) ∧ LocatedIn(roseRoadPrimarySchool, greyLynn)
Sergeant(edwinSmith) ∧ ServeWith(edwinSmith, newZealand24thBattalion) ∧ ServeIn(edwinSmith, italy) ∧ ServeIn(edwinSmith, egypt)
Buisness(broadwaySheetmetals) ∧ Run(edwinSmith, broadwaySheetmetals) ∧ Own(edwinSmith, broadwaySheetmetals) ∧ SheetmetalWorker(edwinsmith)",Ted Smith was a sergeant.,Sergeant(tedSmith),True,309,"from(edwinsmith, newzealand) & rower(edwinsmith) & from(edwinsmith, auckland)
edwinsmith=tedsmith
goto(edwinsmith, roseroadprimaryschool) & locatedin(roseroadprimaryschool, greylynn)
sergeant(edwinsmith) & servewith(edwinsmith, newzealand24thbattalion) & servein(edwinsmith, italy) & servein(edwinsmith, egypt)
buisness(broadwaysheetmetals) & run(edwinsmith, broadwaysheetmetals) & own(edwinsmith, broadwaysheetmetals) & sheetmetalworker(edwinsmith)",sergeant(tedsmith)
150,37,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.","∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",The Chronicles of Narnia series of books is not Heptalogy.,¬Heptalogy(chroniclesOfNarnia),False,108,"all:x (sevendistinctworks(x) :- heptalogy(x))
sevendistinctworks(harrypotter)
sevendistinctworks(chroniclesofnarnia)",~heptalogy(chroniclesofnarnia)
151,108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There exists a SpaceX commercial aircraft.,∃x (CommercialAircraft(x) ∧ x=spaceX),Uncertain,327,"all:x (worldmajorlargepassengeraircraftmanufacturer(x) :- x=boeing ^ x=airbus)
all:x (americanairlinesaircraft(x) :- worldmajorlargepassengeraircraftmanufacturer(x))
moreinrevenue(airbus, boeing)",x (commercialaircraft(x) & x=spacex)
152,382,"All people in this midwest town who own horse ranches regularly ride horses for pleasure and sport.
All people in this midwest town with a lot of disposable income have a horse ranch.
If people in this midwest town compete in horse dressage shows, then they have a lot of disposable income.
If people in this midwest town compete in horse dressage shows, then they have invested in high-quality equestrian gear and equipment.
If people in this midwest town regularly ride horses for pleasure and sport, then they do not live in cramped residential buildings.
Manny is in this midwest town, and she either has a horse ranch and lives in a cramped residential building, or she does neither.","∀x (InThisMidwestTown(x) ∧ Have(x, horseRanch) → RegularlyRideHorseForPleasure(x))
∀x (InThisMidwestTown(x) ∧ Have(x, disposableIncome) → Have(x, horseRank))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → Have(x, disposableIncome))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → InvestedIn(x, equestrianGearAndEquipment))
∀x (InThisMidwestTown(x) ∧ RegularlyRideHorseForPleasure(x) → ¬LiveIn(x, crampedBuilding))
InThisMidwestTown(manny) ∧ ¬(Have(manny, horseRanch) ⊕ LiveIn(manny, crampedBuilding))",Manny regularly rides horses for pleasure and sport.,RegularlyRideHorsesForPleasure(manny),Uncertain,1020,"all:x (inthismidwesttown(x) & have(x, horseranch) :- regularlyridehorseforpleasure(x))
all:x (inthismidwesttown(x) & have(x, disposableincome) :- have(x, horserank))
all:x (inthismidwesttown(x) & competein(x, horsedressageshow) :- have(x, disposableincome))
all:x (inthismidwesttown(x) & competein(x, horsedressageshow) :- investedin(x, equestriangearandequipment))
all:x (inthismidwesttown(x) & regularlyridehorseforpleasure(x) :- ~livein(x, crampedbuilding))
inthismidwesttown(manny) & ~(have(manny, horseranch) ^ livein(manny, crampedbuilding))",regularlyridehorsesforpleasure(manny)
153,428,"All devices belonging to the company are connected to Google Home. 
All devices with the company logo belong to the company. 
Each device either has the company logo or belongs to employees. 
All of the devices belonging to employees can be connected to the company's wifi. 
All of the devices connected to Google Home are controlled by managers. 
All of the devices that connect to the company's wifi are easy to operate. 
All of the devices that are easy to operate were produced after a new CTO is appointed. 
ModelXX was not produced after a new CTO was appointed.","∀x ((Devices(x) ∧ BelongTo(x, company)) → ConnectTo(x, googleHome))
∀x ((Devices(x) ∧ With(x, companyLogo)) → BelongTo(x, company))
∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))
∀x ((Devices(x) ∧ BelongTo(x, employee)) → CanBeConnectedTo(x, wifi))
∀x ((Devices(x) ∧ ConnectTo(x, googleHome)) → ControlledBy(x, manager))
∀x ((Devices(x) ∧ CanBeConnectedTo(x, wifi)) → EasyToOperate(x))
∀x ((Devices(x) ∧ EasyToOperate(x)) → ProducedAfterNewCTOAppointed(x, company))
Devices(modelXX) ∧ (¬ProducedAfterNewCTOAppointed(modelXX, company))","ModelXX is not with the company logo, and managers do not control it.","¬With(modelXX, companyLogo) ∧ (¬ControlledBy(x, manager))",False,1217,"all:x ((devices(x) & belongto(x, company)) :- connectto(x, googlehome))
all:x ((devices(x) & with(x, companylogo)) :- belongto(x, company))
all:x ((devices(x) :- (with(x, companylogo) ^ belongto(x, employee)))
all:x ((devices(x) & belongto(x, employee)) :- canbeconnectedto(x, wifi))
all:x ((devices(x) & connectto(x, googlehome)) :- controlledby(x, manager))
all:x ((devices(x) & canbeconnectedto(x, wifi)) :- easytooperate(x))
all:x ((devices(x) & easytooperate(x)) :- producedafternewctoappointed(x, company))
devices(modelxx) & (~producedafternewctoappointed(modelxx, company))","~with(modelxx, companylogo) & (~controlledby(x, manager))"
154,425,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.","∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",James does not have a high income.,¬HighIncome(james),Uncertain,1203,"all:x (workat(x, meta) :- highincome(x))
all:x (highincome(x) :- ~meanstodestination(x, bus))
all:x (meanstodestination(x, bus) ^ meanstodestination(x, drive))
all:x (havecar(x) :- meanstodestination(x, drive))
all:x (student(x) :- ~ meanstodestination(x, drive))
havecar(james) | workat(james, meta)",~highincome(james)
155,104,"Ordinary is an unincorporated community.
Located within Elliot County, Ordinary is on Kentucky Route 32.
Ordinary is located northwest of Sandy Hook.","UnincorporatedCommunity(ordinary)
LocatedIn(ordinary, elliotCounty) ∧ On(ordinary, kentuckyRoute32)
LocatedNorthwestOf(ordinary, sandyHook)",There is an unincorporated community located in Elliot County.,"∃x (UnincorporatedCommunity(x) ∧ LocatedIn(x, elliotCounty))",True,317,"unincorporatedcommunity(ordinary)
locatedin(ordinary, elliotcounty) & on(ordinary, kentuckyroute32)
locatednorthwestof(ordinary, sandyhook)","x (unincorporatedcommunity(x) & locatedin(x, elliotcounty))"
156,66,"If a city holds a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.
If a city is in a state in the US, the city is a US city.
If a city is in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.
The 2028 Summer Olympics is scheduled to take place in Los Angeles.
Los Angeles is a city in California.
Atlanta is a US city.
Atlanta is in Georgia.
California is a state in the United States.
Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.
Atlanta in the United States held the 1996 Summer Olympics.","∀x ∀y ((SummerOlympicsIn(x,y) ∧ In(x, unitedStates)) → SummerOlympicsIn(x, unitedStates))
∀x ∀y ((In(x, y) ∧ In(y, unitedStates)) → In(x, unitedStates))
∀x ∀y ∀z ((In(x, z) ∧ State(z) ∧ SummerOlympicsIn(x,y)) → SummerOlympicsIn(z, y))
SummerOlympicsIn(losAngeles, yr2028)
In(losAngeles, california)
In(atlanta, unitedStates)
In(california, unitedStates)
In(atlanta, georgia)
¬InSummerOlympicsIn(boxing, yr2028) ∧ (¬InSummerOlympicsIn(modern_pentathlon, yr2028)) ∧ (¬InSummerOlympicsIn(weightlifting, yr2028))
SummerOlympicsIn(atlanta, yr1996)",Skateboarding will appear at The 2028 Summer Olympics.,"InSummerOlympicsIn(skateboarding, yr2028)",Uncertain,197,"all:x all:y ((summerolympicsin(x,y) & in(x, unitedstates)) :- summerolympicsin(x, unitedstates))
all:x all:y ((in(x, y) & in(y, unitedstates)) :- in(x, unitedstates))
all:x all:y all:z ((in(x, z) & state(z) & summerolympicsin(x,y)) :- summerolympicsin(z, y))
summerolympicsin(losangeles, yr2028)
in(losangeles, california)
in(atlanta, unitedstates)
in(california, unitedstates)
in(atlanta, georgia)
~insummerolympicsin(boxing, yr2028) & (~insummerolympicsin(modern_pentathlon, yr2028)) & (~insummerolympicsin(weightlifting, yr2028))
summerolympicsin(atlanta, yr1996)","insummerolympicsin(skateboarding, yr2028)"
157,177,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.","Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)",The National Lobster Hatchery releases animals into the wild.,ReleaseAnimalToWild(nationalLobsterhatchery),Uncertain,511,"hatchery(nationallobsterhatchery) & locatedin(nationallobsterhatchery, padstowengland)
opentovisitor(nationallobsterhatchery)
all:x (hatchery(x) :- forconservation(x) ^ forprofit(x))
x (hatchery(x) & forconservation(x) & releaseanimaltowild(x))
~forprofit(nationallobsterhatchery)",releaseanimaltowild(nationallobsterhatchery)
158,446,"If something is a plant, then it is not a cute animal. Simeng: All plants are not cute animals. 
All flowers are plants.
Every kitten is a cute animal.
If something is grown in a garden, then it is a flower.
Piper is a kitten or a cute animal.","∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)",Piper is a kitten.,Kitten(piper),Uncertain,1285,"all:x (plant(x) :- ~cuteanimal(x))
all:x (flower(x) :- plant(x))
all:x (kitten(x) :- cuteanimal(x))
all:x (grownin(x, garden) :- flower(x))
kitten(piper) | cuteanimal(piper)",kitten(piper)
159,396,"A neuroimaging technique is either an invasive neuroimaging technique or a noninvasive neuroimaging technique. 
All noninvasive neuroimaging techniques provide a spatial resolution of brains.
If a technique provides a spatial resolution of brains, then it is a measurement of brain activity. 
All measurements of brain activity are used by neuroscience researchers.
FMRI is either a measurement of brain activity or a noninvasive neuroimaging technique.
FMRI is a neuroimaging technique.","∀x (NeuroimagingTechnique(x) → (Invasive(x) ⊕ Noninvasive(x))) 
∀x (Noninvasive(x) → Provides(x, spatialResolutionOfBrains))
∀x (Provides(x, spatialResolutionOfBrains) → Measure(x, brainActivity))
∀x (Measure(x, brainActivity) → UsedBy(x, neuroscienceResearchers))
Measure(fMRI, brainActivity) ⊕ Noninvasive(fMRI)
NeuroimagingTechnique(fMRI)","If fMRI is not an invasive neuroimaging technique used by neuroscience researchers, then fMRI is neither a noninvasive neuroimaging technique nor provides a spatial resolution of brains.","¬(Invasive(fMRI) ∧ UsedBy(fMRI, neuroscienceResearchers)) → ¬(Noninvasive(fMRI) ∨ Provides(fMRI, spatialResolutionOfBrains))",True,1079,"all:x (neuroimagingtechnique(x) :- (invasive(x) ^ noninvasive(x))) 
all:x (noninvasive(x) :- provides(x, spatialresolutionofbrains))
all:x (provides(x, spatialresolutionofbrains) :- measure(x, brainactivity))
all:x (measure(x, brainactivity) :- usedby(x, neuroscienceresearchers))
measure(fmri, brainactivity) ^ noninvasive(fmri)
neuroimagingtechnique(fmri)","~(invasive(fmri) & usedby(fmri, neuroscienceresearchers)) :- ~(noninvasive(fmri) | provides(fmri, spatialresolutionofbrains))"
160,389,"A diseases affect females or males.
No women have prostate cancer.
A cancer is either prostate cancer or non-prostate cancer. 
No type of cancer is without mutations.
All non-prostate cancers are a type of cancer.
If adenocarcinoma is a type of cancer or without mutations or both, then adenocarcinoma is in women or without mutations or both.","∀x (Disease(x) → (Affects(x, female) ∨ Affects(x, male)) )
∀x (Affect(x, female) → ¬ProstateCancer(x))
∀x (ProstateCancer(x) ∨ NonProstateCancer(x)) 
∀x (Cancer(x) → ¬Without(x, mutation)) 
∀x (NonProstateCancer(x) → Cancer(x)) 
(Cancer(adenocarcinoma) ∨ Without(adenocarcinoma, mutation)) → (Affect(adenocarcinoma, female) ∨ Without(adenocarcinoma, mutation))",Adenocarcinoma is a disease in women.,"Affect(adenocarcinoma, men)",True,1042,"all:x (disease(x) :- (affects(x, female) | affects(x, male)) )
all:x (affect(x, female) :- ~prostatecancer(x))
all:x (prostatecancer(x) | nonprostatecancer(x)) 
all:x (cancer(x) :- ~without(x, mutation)) 
all:x (nonprostatecancer(x) :- cancer(x)) 
(cancer(adenocarcinoma) | without(adenocarcinoma, mutation)) :- (affect(adenocarcinoma, female) | without(adenocarcinoma, mutation))","affect(adenocarcinoma, men)"
161,255,"No homework is fun.
Some reading is homework.","∀x (Homework(x) → ¬Fun(x))
∃x (Reading(x) ∧ Homework(x))",Some reading is fun.,∃x (Reading(x) ∧ Fun(x)),Uncertain,699,"all:x (homework(x) :- ~fun(x))
x (reading(x) & homework(x))",x (reading(x) & fun(x))
162,326,"Some soccer defenders are center-backs.
All soccer defenders are soccer players.
No soccer players are professional basketball players.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.","∃x (ProfessionalSoccerDefender(x) ∧ ProfessionalCenterback(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x)))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
NBAPlayer(stephencurry)","If Stephen Curry is not both a centerback and a soccer defender, then Stephen Curry is neither a soccer player nor a professional basketball player.",¬(Centerback(stephenCurry) ∧ SoccerDefender(stephenCurry)) → ¬(SoccerPlayer(stephenCurry) ∨ ProfessionalBasketballPlayer(stephenCurry)),True,836,"x (professionalsoccerdefender(x) & professionalcenterback(x))
all:x (professionalsoccerdefender(x) :- professionalsoccerplayer(x))
all:x (professionalsoccerplayer(x) :- ~professionalbasketballplayer(x)))
all:x (nbaplayer(x) :- professionalbasketballplayer(x))
nbaplayer(stephencurry)",~(centerback(stephencurry) & soccerdefender(stephencurry)) :- ~(soccerplayer(stephencurry) | professionalbasketballplayer(stephencurry))
163,56,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.","∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",Elizabeth is a leader of a country for life.,Leader(elizabeth),True,167,"all:x (leader(x) :- havepower(x))
all:x (leader(x) :- (king(x) ^ queen(x)))
all:x (queen(x) :- female(x))
all:x (king(x) :- male(x))
queen(elizabeth)
leader(elizabeth)",leader(elizabeth)
164,127,"New York City is Located in the United States of America.
The United States of America is part of North America.
North America is in the western hemisphere of the earth.
New York City is a highly developed city.
If place A is located in place B and place B is located in place C, then place A is located in place C.","LocatedIn(newYorkCity, unitedStatesOfAmerica)
LocatedIn(usa, northAmerica)
LocatedIn(northAmerica, westernHemisphere)
HighlyDeveloped(newYorkCity)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))",A highly developed city is located in the western hemisphere of the earth.,"∃x (HighlyDeveloped(x) ∧ LocatedIn(x, westernHemisphere))",True,376,"locatedin(newyorkcity, unitedstatesofamerica)
locatedin(usa, northamerica)
locatedin(northamerica, westernhemisphere)
highlydeveloped(newyorkcity)
all:x all:y all:z ((locatedin(x, y) & locatedin(y, z)) :- locatedin(x, z))","x (highlydeveloped(x) & locatedin(x, westernhemisphere))"
165,136,"Phoneix's music is classified under the indie pop genre.
Phoenix is a band from France.
French bands write songs in French or in English.
Aside from indie pop, pop rock and synth-pop are two other genres of music.
Phoenix has no songs in French.","IndiePop(phoenix)
Band(phoenix) ∧ From(phoenix, france)
∀x ∃y (Band(x) ∧ From(x, france) ∧ Write(x, y) ∧ Song(y) → InFrench(y) ⊕ InEnglish(y))
∀x (IndiePop(x) → ¬PopRock(x) ∧ ¬SynthPop(x))
∀x (Song(x) ∧ By(phoenix, x) → ¬InFrench(x))",Phoenix writes songs in French.,"∃x (Write(phoenix, y) ∧ Song(x) → InFrench(x))",False,401,"indiepop(phoenix)
band(phoenix) & from(phoenix, france)
all:x y (band(x) & from(x, france) & write(x, y) & song(y) :- infrench(y) ^ inenglish(y))
all:x (indiepop(x) :- ~poprock(x) & ~synthpop(x))
all:x (song(x) & by(phoenix, x) :- ~infrench(x))","x (write(phoenix, y) & song(x) :- infrench(x))"
166,237,"Zaha Hadid is a British-Iraqi architect, artist, and designer.
Zaha Hadid was born on 31 October 1950 in Baghdad, Iraq.
Zaha Hadid was a visiting professor of Architectural Design at the Yale School of Architecture.
Max is an aspiring architecture student and plans to apply to the Yale School of Architecture. ","British-Iraqi(zahaHadid) ∧ Architect(zahaHadid) ∧ Artist(zahaHadid) ∧ Designer(zahaHadid)
BornOn(zahaHadid, 31October1950) ∧ BornIn(zahaHadid, baghdadIraq)
VisitingProfessorOf(zahaHadid, architecturalDesign) ∧ VisitingProfessorAt(zahaHadid, yaleSchoolOfArchitecture)
AspiringArchitectureStudent(max) ∧ PlansToApplyTo(max, yaleSchoolofArchitecture)",Max admires Zaha Hadid.,"Admires(max, zahaHadid)",Uncertain,675,"british-iraqi(zahahadid) & architect(zahahadid) & artist(zahahadid) & designer(zahahadid)
bornon(zahahadid, 31october1950) & bornin(zahahadid, baghdadiraq)
visitingprofessorof(zahahadid, architecturaldesign) & visitingprofessorat(zahahadid, yaleschoolofarchitecture)
aspiringarchitecturestudent(max) & planstoapplyto(max, yaleschoolofarchitecture)","admires(max, zahahadid)"
167,87,"Daveed Diggs is an actor and film producer.
Daveed Diggs played two roles in the musical Hamilton on Broadway.
One of the actors from Hamilton won the best actor award.
The actor playing Thomas Jefferson won the best actor award.
Daveed Diggs played Thomas Jefferson.
Musicals on Broadway are not films.","Actor(daveedDiggs) ∧ FilmProducer(daveedDiggs)
∃x ∃y(PlaysIn(daveedDiggs, x, hamilton) ∧ (¬(x=y)) ∧ PlaysIn(daveedDiggs, y, hamilton)) ∧ OnBroadway(hamilton) ∧ Musical(hamilton)
∃x ∃y(Actor(x) ∧ PlaysIn(x, y, hamilton) ∧ Wins(x, bestActorAward))
∃x (Actor(x) ∧ PlaysIn(x, thomasJefferson, hamilton) ∧ Wins(x, bestActorAward))
Plays(daveedDiggs, thomasJefferson)
∀x ((Musical(x) ∧ OnBroadway(x)) → ¬Film(x))",Hamilton is a film.,Film(hamilton),False,264,"actor(daveeddiggs) & filmproducer(daveeddiggs)
x y(playsin(daveeddiggs, x, hamilton) & (~(x=y)) & playsin(daveeddiggs, y, hamilton)) & onbroadway(hamilton) & musical(hamilton)
x y(actor(x) & playsin(x, y, hamilton) & wins(x, bestactoraward))
x (actor(x) & playsin(x, thomasjefferson, hamilton) & wins(x, bestactoraward))
plays(daveeddiggs, thomasjefferson)
all:x ((musical(x) & onbroadway(x)) :- ~film(x))",film(hamilton)
168,344,"All students are members of the university.
All graduate students are students.
All PhD students are graduate students.
Some PhD students are Teaching Fellows.
If John is not a PhD student, then he is not a member of the university.
If John is a Teaching Fellow, then he is a PhD student or a graduate student.","∀x (Student(x) → MemberOf(x, university))
∀x (GraduateStudent(x) → Student(x))
∀x (PhDStudent(x) → GraduateStudent(x))
∃x (PhDStudent(x) ∧ TeachingFellow(x))
¬PhDStudent(john) → ¬MemberOf(john, university)
TeachingFellow(john) → PhDStudent(john) ⊕ GraduateStudent(john)",John is a PhD student.,PhDStudent(john),Uncertain,909,"all:x (student(x) :- memberof(x, university))
all:x (graduatestudent(x) :- student(x))
all:x (phdstudent(x) :- graduatestudent(x))
x (phdstudent(x) & teachingfellow(x))
~phdstudent(john) :- ~memberof(john, university)
teachingfellow(john) :- phdstudent(john) ^ graduatestudent(john)",phdstudent(john)
