,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
147,333,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","∀x (HaveIn(x, aLotOfMusicDecoration, room) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorations(x, room))
∀x (AttendFrequently(x, musicFestival) ∧ YoungTeenageGirl(x) → BigFanOfPopBand(x) ∧ BigFanOfPopSinger(x))
Ambitious(sam) → BBigFanOfPopBand(sam) ∧ BigFanOfPopSinger(sam)",Sam has high ambitions and future career goals and is a young teenage girl attending college.,"Ambitious(sam) ∧ Attend(sam, festival) ∧ YoungTeenageGirl(sam)",False,868,"forall x (havein(x, alotofmusicdecoration, room) implies not moveouteasily(x))
forall x (ambitious(x) implies moveouteasily(x))
forall x (bigfanofmusic(x) implies musicdecorations(x, room))
forall x (attendfrequently(x, musicfestival) and youngteenagegirl(x) implies bigfanofpopband(x) and bigfanofpopsinger(x))
ambitious(sam) implies bbigfanofpopband(sam) and bigfanofpopsinger(sam)","ambitious(sam) and attend(sam, festival) and youngteenagegirl(sam)"
148,454,"Functional brainstems are necessary for breath control.
All humans that can swim can control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance.
Every human who can stand on the ground by themselves has functional leg muscles. 
George and Archie are humans.
George can control his balance and can swim.
Archie can walk if and only if he has functional brainstems.","∀x (CanControl(x, breath) → FunctionalBrainStem(x))
∀x (Human(x) ∧ CanSwim(x) → CanControl(x, breath))
∀x (Human(x) → (CanSwim(x) ∨ CanWalk(x)))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnTheGround(x, themselves))
∀x (Human(x) ∧ FunctionalBrainStem(x) → CanControl(x, balance))
∀x (Human(x) ∧ CanStandOnTheGround(x, themselves) → FunctionalLegMuscle(x)))
Human(george) ∧ Human(archie)
CanControl(george, balance) ∧ CanSwim(george)
¬(CanWalk(archie) ⊕ FunctionalBrainStem(x))
",George has functional leg muscles.,FunctionalLegMuscle(archie),Uncertain,1307,"forall x (cancontrol(x, breath) implies functionalbrainstem(x))
forall x (human(x) and canswim(x) implies cancontrol(x, breath))
forall x (human(x) implies (canswim(x) or canwalk(x)))
forall x (human(x) and canwalk(x) implies canstandontheground(x, themselves))
forall x (human(x) and functionalbrainstem(x) implies cancontrol(x, balance))
forall x (human(x) and canstandontheground(x, themselves) implies functionallegmuscle(x)))
human(george) and human(archie)
cancontrol(george, balance) and canswim(george)
not (canwalk(archie) xor functionalbrainstem(x))
",functionallegmuscle(archie)
149,102,"Edwin Smith was a New Zealand rower from Auckland.
Edwin Smith was also known as Ted Smith.
Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.","From(edwinSmith, newZealand) ∧ Rower(edwinSmith) ∧ From(edwinSmith, auckland)
edwinSmith=tedSmith
GoTo(edwinSmith, roseRoadPrimarySchool) ∧ LocatedIn(roseRoadPrimarySchool, greyLynn)
Sergeant(edwinSmith) ∧ ServeWith(edwinSmith, newZealand24thBattalion) ∧ ServeIn(edwinSmith, italy) ∧ ServeIn(edwinSmith, egypt)
Buisness(broadwaySheetmetals) ∧ Run(edwinSmith, broadwaySheetmetals) ∧ Own(edwinSmith, broadwaySheetmetals) ∧ SheetmetalWorker(edwinsmith)",Ted Smith was a sergeant.,Sergeant(tedSmith),True,309,"from(edwinsmith, newzealand) and rower(edwinsmith) and from(edwinsmith, auckland)
edwinsmith=tedsmith
goto(edwinsmith, roseroadprimaryschool) and locatedin(roseroadprimaryschool, greylynn)
sergeant(edwinsmith) and servewith(edwinsmith, newzealand24thbattalion) and servein(edwinsmith, italy) and servein(edwinsmith, egypt)
buisness(broadwaysheetmetals) and run(edwinsmith, broadwaysheetmetals) and own(edwinsmith, broadwaysheetmetals) and sheetmetalworker(edwinsmith)",sergeant(tedsmith)
150,37,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.","∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",The Chronicles of Narnia series of books is not Heptalogy.,¬Heptalogy(chroniclesOfNarnia),False,108,"forall x (sevendistinctworks(x) implies heptalogy(x))
sevendistinctworks(harrypotter)
sevendistinctworks(chroniclesofnarnia)",not heptalogy(chroniclesofnarnia)
151,108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There exists a SpaceX commercial aircraft.,∃x (CommercialAircraft(x) ∧ x=spaceX),Uncertain,327,"forall x (worldmajorlargepassengeraircraftmanufacturer(x) implies x=boeing xor x=airbus)
forall x (americanairlinesaircraft(x) implies worldmajorlargepassengeraircraftmanufacturer(x))
moreinrevenue(airbus, boeing)",exists x (commercialaircraft(x) and x=spacex)
152,382,"All people in this midwest town who own horse ranches regularly ride horses for pleasure and sport.
All people in this midwest town with a lot of disposable income have a horse ranch.
If people in this midwest town compete in horse dressage shows, then they have a lot of disposable income.
If people in this midwest town compete in horse dressage shows, then they have invested in high-quality equestrian gear and equipment.
If people in this midwest town regularly ride horses for pleasure and sport, then they do not live in cramped residential buildings.
Manny is in this midwest town, and she either has a horse ranch and lives in a cramped residential building, or she does neither.","∀x (InThisMidwestTown(x) ∧ Have(x, horseRanch) → RegularlyRideHorseForPleasure(x))
∀x (InThisMidwestTown(x) ∧ Have(x, disposableIncome) → Have(x, horseRank))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → Have(x, disposableIncome))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → InvestedIn(x, equestrianGearAndEquipment))
∀x (InThisMidwestTown(x) ∧ RegularlyRideHorseForPleasure(x) → ¬LiveIn(x, crampedBuilding))
InThisMidwestTown(manny) ∧ ¬(Have(manny, horseRanch) ⊕ LiveIn(manny, crampedBuilding))",Manny regularly rides horses for pleasure and sport.,RegularlyRideHorsesForPleasure(manny),Uncertain,1020,"forall x (inthismidwesttown(x) and have(x, horseranch) implies regularlyridehorseforpleasure(x))
forall x (inthismidwesttown(x) and have(x, disposableincome) implies have(x, horserank))
forall x (inthismidwesttown(x) and competein(x, horsedressageshow) implies have(x, disposableincome))
forall x (inthismidwesttown(x) and competein(x, horsedressageshow) implies investedin(x, equestriangearandequipment))
forall x (inthismidwesttown(x) and regularlyridehorseforpleasure(x) implies not livein(x, crampedbuilding))
inthismidwesttown(manny) and not (have(manny, horseranch) xor livein(manny, crampedbuilding))",regularlyridehorsesforpleasure(manny)
153,428,"All devices belonging to the company are connected to Google Home. 
All devices with the company logo belong to the company. 
Each device either has the company logo or belongs to employees. 
All of the devices belonging to employees can be connected to the company's wifi. 
All of the devices connected to Google Home are controlled by managers. 
All of the devices that connect to the company's wifi are easy to operate. 
All of the devices that are easy to operate were produced after a new CTO is appointed. 
ModelXX was not produced after a new CTO was appointed.","∀x ((Devices(x) ∧ BelongTo(x, company)) → ConnectTo(x, googleHome))
∀x ((Devices(x) ∧ With(x, companyLogo)) → BelongTo(x, company))
∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))
∀x ((Devices(x) ∧ BelongTo(x, employee)) → CanBeConnectedTo(x, wifi))
∀x ((Devices(x) ∧ ConnectTo(x, googleHome)) → ControlledBy(x, manager))
∀x ((Devices(x) ∧ CanBeConnectedTo(x, wifi)) → EasyToOperate(x))
∀x ((Devices(x) ∧ EasyToOperate(x)) → ProducedAfterNewCTOAppointed(x, company))
Devices(modelXX) ∧ (¬ProducedAfterNewCTOAppointed(modelXX, company))","ModelXX is not with the company logo, and managers do not control it.","¬With(modelXX, companyLogo) ∧ (¬ControlledBy(x, manager))",False,1217,"forall x ((devices(x) and belongto(x, company)) implies connectto(x, googlehome))
forall x ((devices(x) and with(x, companylogo)) implies belongto(x, company))
forall x ((devices(x) implies (with(x, companylogo) xor belongto(x, employee)))
forall x ((devices(x) and belongto(x, employee)) implies canbeconnectedto(x, wifi))
forall x ((devices(x) and connectto(x, googlehome)) implies controlledby(x, manager))
forall x ((devices(x) and canbeconnectedto(x, wifi)) implies easytooperate(x))
forall x ((devices(x) and easytooperate(x)) implies producedafternewctoappointed(x, company))
devices(modelxx) and (not producedafternewctoappointed(modelxx, company))","not with(modelxx, companylogo) and (not controlledby(x, manager))"
154,425,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.","∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",James does not have a high income.,¬HighIncome(james),Uncertain,1203,"forall x (workat(x, meta) implies highincome(x))
forall x (highincome(x) implies not meanstodestination(x, bus))
forall x (meanstodestination(x, bus) xor meanstodestination(x, drive))
forall x (havecar(x) implies meanstodestination(x, drive))
forall x (student(x) implies not  meanstodestination(x, drive))
havecar(james) or workat(james, meta)",not highincome(james)
155,104,"Ordinary is an unincorporated community.
Located within Elliot County, Ordinary is on Kentucky Route 32.
Ordinary is located northwest of Sandy Hook.","UnincorporatedCommunity(ordinary)
LocatedIn(ordinary, elliotCounty) ∧ On(ordinary, kentuckyRoute32)
LocatedNorthwestOf(ordinary, sandyHook)",There is an unincorporated community located in Elliot County.,"∃x (UnincorporatedCommunity(x) ∧ LocatedIn(x, elliotCounty))",True,317,"unincorporatedcommunity(ordinary)
locatedin(ordinary, elliotcounty) and on(ordinary, kentuckyroute32)
locatednorthwestof(ordinary, sandyhook)","exists x (unincorporatedcommunity(x) and locatedin(x, elliotcounty))"
156,66,"If a city holds a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.
If a city is in a state in the US, the city is a US city.
If a city is in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.
The 2028 Summer Olympics is scheduled to take place in Los Angeles.
Los Angeles is a city in California.
Atlanta is a US city.
Atlanta is in Georgia.
California is a state in the United States.
Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.
Atlanta in the United States held the 1996 Summer Olympics.","∀x ∀y ((SummerOlympicsIn(x,y) ∧ In(x, unitedStates)) → SummerOlympicsIn(x, unitedStates))
∀x ∀y ((In(x, y) ∧ In(y, unitedStates)) → In(x, unitedStates))
∀x ∀y ∀z ((In(x, z) ∧ State(z) ∧ SummerOlympicsIn(x,y)) → SummerOlympicsIn(z, y))
SummerOlympicsIn(losAngeles, yr2028)
In(losAngeles, california)
In(atlanta, unitedStates)
In(california, unitedStates)
In(atlanta, georgia)
¬InSummerOlympicsIn(boxing, yr2028) ∧ (¬InSummerOlympicsIn(modern_pentathlon, yr2028)) ∧ (¬InSummerOlympicsIn(weightlifting, yr2028))
SummerOlympicsIn(atlanta, yr1996)",Skateboarding will appear at The 2028 Summer Olympics.,"InSummerOlympicsIn(skateboarding, yr2028)",Uncertain,197,"forall x forall y ((summerolympicsin(x,y) and in(x, unitedstates)) implies summerolympicsin(x, unitedstates))
forall x forall y ((in(x, y) and in(y, unitedstates)) implies in(x, unitedstates))
forall x forall y forall z ((in(x, z) and state(z) and summerolympicsin(x,y)) implies summerolympicsin(z, y))
summerolympicsin(losangeles, yr2028)
in(losangeles, california)
in(atlanta, unitedstates)
in(california, unitedstates)
in(atlanta, georgia)
not insummerolympicsin(boxing, yr2028) and (not insummerolympicsin(modern_pentathlon, yr2028)) and (not insummerolympicsin(weightlifting, yr2028))
summerolympicsin(atlanta, yr1996)","insummerolympicsin(skateboarding, yr2028)"
157,177,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.","Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)",The National Lobster Hatchery releases animals into the wild.,ReleaseAnimalToWild(nationalLobsterhatchery),Uncertain,511,"hatchery(nationallobsterhatchery) and locatedin(nationallobsterhatchery, padstowengland)
opentovisitor(nationallobsterhatchery)
forall x (hatchery(x) implies forconservation(x) xor forprofit(x))
exists x (hatchery(x) and forconservation(x) and releaseanimaltowild(x))
not forprofit(nationallobsterhatchery)",releaseanimaltowild(nationallobsterhatchery)
158,446,"If something is a plant, then it is not a cute animal. Simeng: All plants are not cute animals. 
All flowers are plants.
Every kitten is a cute animal.
If something is grown in a garden, then it is a flower.
Piper is a kitten or a cute animal.","∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)",Piper is a kitten.,Kitten(piper),Uncertain,1285,"forall x (plant(x) implies not cuteanimal(x))
forall x (flower(x) implies plant(x))
forall x (kitten(x) implies cuteanimal(x))
forall x (grownin(x, garden) implies flower(x))
kitten(piper) or cuteanimal(piper)",kitten(piper)
159,396,"A neuroimaging technique is either an invasive neuroimaging technique or a noninvasive neuroimaging technique. 
All noninvasive neuroimaging techniques provide a spatial resolution of brains.
If a technique provides a spatial resolution of brains, then it is a measurement of brain activity. 
All measurements of brain activity are used by neuroscience researchers.
FMRI is either a measurement of brain activity or a noninvasive neuroimaging technique.
FMRI is a neuroimaging technique.","∀x (NeuroimagingTechnique(x) → (Invasive(x) ⊕ Noninvasive(x))) 
∀x (Noninvasive(x) → Provides(x, spatialResolutionOfBrains))
∀x (Provides(x, spatialResolutionOfBrains) → Measure(x, brainActivity))
∀x (Measure(x, brainActivity) → UsedBy(x, neuroscienceResearchers))
Measure(fMRI, brainActivity) ⊕ Noninvasive(fMRI)
NeuroimagingTechnique(fMRI)","If fMRI is not an invasive neuroimaging technique used by neuroscience researchers, then fMRI is neither a noninvasive neuroimaging technique nor provides a spatial resolution of brains.","¬(Invasive(fMRI) ∧ UsedBy(fMRI, neuroscienceResearchers)) → ¬(Noninvasive(fMRI) ∨ Provides(fMRI, spatialResolutionOfBrains))",True,1079,"forall x (neuroimagingtechnique(x) implies (invasive(x) xor noninvasive(x))) 
forall x (noninvasive(x) implies provides(x, spatialresolutionofbrains))
forall x (provides(x, spatialresolutionofbrains) implies measure(x, brainactivity))
forall x (measure(x, brainactivity) implies usedby(x, neuroscienceresearchers))
measure(fmri, brainactivity) xor noninvasive(fmri)
neuroimagingtechnique(fmri)","not (invasive(fmri) and usedby(fmri, neuroscienceresearchers)) implies not (noninvasive(fmri) or provides(fmri, spatialresolutionofbrains))"
160,389,"A diseases affect females or males.
No women have prostate cancer.
A cancer is either prostate cancer or non-prostate cancer. 
No type of cancer is without mutations.
All non-prostate cancers are a type of cancer.
If adenocarcinoma is a type of cancer or without mutations or both, then adenocarcinoma is in women or without mutations or both.","∀x (Disease(x) → (Affects(x, female) ∨ Affects(x, male)) )
∀x (Affect(x, female) → ¬ProstateCancer(x))
∀x (ProstateCancer(x) ∨ NonProstateCancer(x)) 
∀x (Cancer(x) → ¬Without(x, mutation)) 
∀x (NonProstateCancer(x) → Cancer(x)) 
(Cancer(adenocarcinoma) ∨ Without(adenocarcinoma, mutation)) → (Affect(adenocarcinoma, female) ∨ Without(adenocarcinoma, mutation))",Adenocarcinoma is a disease in women.,"Affect(adenocarcinoma, men)",True,1042,"forall x (disease(x) implies (affects(x, female) or affects(x, male)) )
forall x (affect(x, female) implies not prostatecancer(x))
forall x (prostatecancer(x) or nonprostatecancer(x)) 
forall x (cancer(x) implies not without(x, mutation)) 
forall x (nonprostatecancer(x) implies cancer(x)) 
(cancer(adenocarcinoma) or without(adenocarcinoma, mutation)) implies (affect(adenocarcinoma, female) or without(adenocarcinoma, mutation))","affect(adenocarcinoma, men)"
161,255,"No homework is fun.
Some reading is homework.","∀x (Homework(x) → ¬Fun(x))
∃x (Reading(x) ∧ Homework(x))",Some reading is fun.,∃x (Reading(x) ∧ Fun(x)),Uncertain,699,"forall x (homework(x) implies not fun(x))
exists x (reading(x) and homework(x))",exists x (reading(x) and fun(x))
162,326,"Some soccer defenders are center-backs.
All soccer defenders are soccer players.
No soccer players are professional basketball players.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.","∃x (ProfessionalSoccerDefender(x) ∧ ProfessionalCenterback(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x)))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
NBAPlayer(stephencurry)","If Stephen Curry is not both a centerback and a soccer defender, then Stephen Curry is neither a soccer player nor a professional basketball player.",¬(Centerback(stephenCurry) ∧ SoccerDefender(stephenCurry)) → ¬(SoccerPlayer(stephenCurry) ∨ ProfessionalBasketballPlayer(stephenCurry)),True,836,"exists x (professionalsoccerdefender(x) and professionalcenterback(x))
forall x (professionalsoccerdefender(x) implies professionalsoccerplayer(x))
forall x (professionalsoccerplayer(x) implies not professionalbasketballplayer(x)))
forall x (nbaplayer(x) implies professionalbasketballplayer(x))
nbaplayer(stephencurry)",not (centerback(stephencurry) and soccerdefender(stephencurry)) implies not (soccerplayer(stephencurry) or professionalbasketballplayer(stephencurry))
163,56,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.","∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",Elizabeth is a leader of a country for life.,Leader(elizabeth),True,167,"forall x (leader(x) implies havepower(x))
forall x (leader(x) implies (king(x) xor queen(x)))
forall x (queen(x) implies female(x))
forall x (king(x) implies male(x))
queen(elizabeth)
leader(elizabeth)",leader(elizabeth)
164,127,"New York City is Located in the United States of America.
The United States of America is part of North America.
North America is in the western hemisphere of the earth.
New York City is a highly developed city.
If place A is located in place B and place B is located in place C, then place A is located in place C.","LocatedIn(newYorkCity, unitedStatesOfAmerica)
LocatedIn(usa, northAmerica)
LocatedIn(northAmerica, westernHemisphere)
HighlyDeveloped(newYorkCity)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))",A highly developed city is located in the western hemisphere of the earth.,"∃x (HighlyDeveloped(x) ∧ LocatedIn(x, westernHemisphere))",True,376,"locatedin(newyorkcity, unitedstatesofamerica)
locatedin(usa, northamerica)
locatedin(northamerica, westernhemisphere)
highlydeveloped(newyorkcity)
forall x forall y forall z ((locatedin(x, y) and locatedin(y, z)) implies locatedin(x, z))","exists x (highlydeveloped(x) and locatedin(x, westernhemisphere))"
165,136,"Phoneix's music is classified under the indie pop genre.
Phoenix is a band from France.
French bands write songs in French or in English.
Aside from indie pop, pop rock and synth-pop are two other genres of music.
Phoenix has no songs in French.","IndiePop(phoenix)
Band(phoenix) ∧ From(phoenix, france)
∀x ∃y (Band(x) ∧ From(x, france) ∧ Write(x, y) ∧ Song(y) → InFrench(y) ⊕ InEnglish(y))
∀x (IndiePop(x) → ¬PopRock(x) ∧ ¬SynthPop(x))
∀x (Song(x) ∧ By(phoenix, x) → ¬InFrench(x))",Phoenix writes songs in French.,"∃x (Write(phoenix, y) ∧ Song(x) → InFrench(x))",False,401,"indiepop(phoenix)
band(phoenix) and from(phoenix, france)
forall x exists y (band(x) and from(x, france) and write(x, y) and song(y) implies infrench(y) xor inenglish(y))
forall x (indiepop(x) implies not poprock(x) and not synthpop(x))
forall x (song(x) and by(phoenix, x) implies not infrench(x))","exists x (write(phoenix, y) and song(x) implies infrench(x))"
166,237,"Zaha Hadid is a British-Iraqi architect, artist, and designer.
Zaha Hadid was born on 31 October 1950 in Baghdad, Iraq.
Zaha Hadid was a visiting professor of Architectural Design at the Yale School of Architecture.
Max is an aspiring architecture student and plans to apply to the Yale School of Architecture. ","British-Iraqi(zahaHadid) ∧ Architect(zahaHadid) ∧ Artist(zahaHadid) ∧ Designer(zahaHadid)
BornOn(zahaHadid, 31October1950) ∧ BornIn(zahaHadid, baghdadIraq)
VisitingProfessorOf(zahaHadid, architecturalDesign) ∧ VisitingProfessorAt(zahaHadid, yaleSchoolOfArchitecture)
AspiringArchitectureStudent(max) ∧ PlansToApplyTo(max, yaleSchoolofArchitecture)",Max admires Zaha Hadid.,"Admires(max, zahaHadid)",Uncertain,675,"british-iraqi(zahahadid) and architect(zahahadid) and artist(zahahadid) and designer(zahahadid)
bornon(zahahadid, 31october1950) and bornin(zahahadid, baghdadiraq)
visitingprofessorof(zahahadid, architecturaldesign) and visitingprofessorat(zahahadid, yaleschoolofarchitecture)
aspiringarchitecturestudent(max) and planstoapplyto(max, yaleschoolofarchitecture)","admires(max, zahahadid)"
167,87,"Daveed Diggs is an actor and film producer.
Daveed Diggs played two roles in the musical Hamilton on Broadway.
One of the actors from Hamilton won the best actor award.
The actor playing Thomas Jefferson won the best actor award.
Daveed Diggs played Thomas Jefferson.
Musicals on Broadway are not films.","Actor(daveedDiggs) ∧ FilmProducer(daveedDiggs)
∃x ∃y(PlaysIn(daveedDiggs, x, hamilton) ∧ (¬(x=y)) ∧ PlaysIn(daveedDiggs, y, hamilton)) ∧ OnBroadway(hamilton) ∧ Musical(hamilton)
∃x ∃y(Actor(x) ∧ PlaysIn(x, y, hamilton) ∧ Wins(x, bestActorAward))
∃x (Actor(x) ∧ PlaysIn(x, thomasJefferson, hamilton) ∧ Wins(x, bestActorAward))
Plays(daveedDiggs, thomasJefferson)
∀x ((Musical(x) ∧ OnBroadway(x)) → ¬Film(x))",Hamilton is a film.,Film(hamilton),False,264,"actor(daveeddiggs) and filmproducer(daveeddiggs)
exists x exists y(playsin(daveeddiggs, x, hamilton) and (not (x=y)) and playsin(daveeddiggs, y, hamilton)) and onbroadway(hamilton) and musical(hamilton)
exists x exists y(actor(x) and playsin(x, y, hamilton) and wins(x, bestactoraward))
exists x (actor(x) and playsin(x, thomasjefferson, hamilton) and wins(x, bestactoraward))
plays(daveeddiggs, thomasjefferson)
forall x ((musical(x) and onbroadway(x)) implies not film(x))",film(hamilton)
168,344,"All students are members of the university.
All graduate students are students.
All PhD students are graduate students.
Some PhD students are Teaching Fellows.
If John is not a PhD student, then he is not a member of the university.
If John is a Teaching Fellow, then he is a PhD student or a graduate student.","∀x (Student(x) → MemberOf(x, university))
∀x (GraduateStudent(x) → Student(x))
∀x (PhDStudent(x) → GraduateStudent(x))
∃x (PhDStudent(x) ∧ TeachingFellow(x))
¬PhDStudent(john) → ¬MemberOf(john, university)
TeachingFellow(john) → PhDStudent(john) ⊕ GraduateStudent(john)",John is a PhD student.,PhDStudent(john),Uncertain,909,"forall x (student(x) implies memberof(x, university))
forall x (graduatestudent(x) implies student(x))
forall x (phdstudent(x) implies graduatestudent(x))
exists x (phdstudent(x) and teachingfellow(x))
not phdstudent(john) implies not memberof(john, university)
teachingfellow(john) implies phdstudent(john) xor graduatestudent(john)",phdstudent(john)
169,418,"Some monitors equipped in the library are produced by AOC. 
All monitors equipped in the library are cheaper than 800 dollars. 
All monitors cheaper than 800 dollars are with a resolution lower than 1080p. 
If a monitor has a resolution lower than 1080p, then it does not support the type-c port. 
A-2017 supports the type-c port. ","∃x ∃y(Monitor(x) ∧ ProducedBy(x, aOC) ∧ In(x, library) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, aOC) ∧ In(y, library))
∀x ((Monitor(x) ∧ In(x, library)) → CheaperThan(x, dollars800))
∀x ((Monitor(x) ∧ CheaperThan(x, dollars800)) → ResolutionLessThan(x, p1080))
∀x ((Monitor(x) ∧ ResolutionLessThan(x, p1080)) → ¬Supports(x, type-CPort))
Supports(a-2017, type-CPort)","If either A-2017 is both with a resolution of 1080p and produced by AOC or it is neither, then it is not equipped in the library.","¬(ResolutionLessThan(a-2017, p1080) ⊕ ProducedBy(x, aOC)) → ¬(In(a-2017, library))",True,1180,"exists x exists y(monitor(x) and producedby(x, aoc) and in(x, library) and (not (x=y)) and monitor(y) and producedby(y, aoc) and in(y, library))
forall x ((monitor(x) and in(x, library)) implies cheaperthan(x, dollars800))
forall x ((monitor(x) and cheaperthan(x, dollars800)) implies resolutionlessthan(x, p1080))
forall x ((monitor(x) and resolutionlessthan(x, p1080)) implies not supports(x, type-cport))
supports(a-2017, type-cport)","not (resolutionlessthan(a-2017, p1080) xor producedby(x, aoc)) implies not (in(a-2017, library))"
170,102,"Edwin Smith was a New Zealand rower from Auckland.
Edwin Smith was also known as Ted Smith.
Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.","From(edwinSmith, newZealand) ∧ Rower(edwinSmith) ∧ From(edwinSmith, auckland)
edwinSmith=tedSmith
GoTo(edwinSmith, roseRoadPrimarySchool) ∧ LocatedIn(roseRoadPrimarySchool, greyLynn)
Sergeant(edwinSmith) ∧ ServeWith(edwinSmith, newZealand24thBattalion) ∧ ServeIn(edwinSmith, italy) ∧ ServeIn(edwinSmith, egypt)
Buisness(broadwaySheetmetals) ∧ Run(edwinSmith, broadwaySheetmetals) ∧ Own(edwinSmith, broadwaySheetmetals) ∧ SheetmetalWorker(edwinsmith)",There were no rowers that own a buisness.,"∀x ∀y (Rower(x) ∧ Buisness(y) → ¬Own(x, y))",False,310,"from(edwinsmith, newzealand) and rower(edwinsmith) and from(edwinsmith, auckland)
edwinsmith=tedsmith
goto(edwinsmith, roseroadprimaryschool) and locatedin(roseroadprimaryschool, greylynn)
sergeant(edwinsmith) and servewith(edwinsmith, newzealand24thbattalion) and servein(edwinsmith, italy) and servein(edwinsmith, egypt)
buisness(broadwaysheetmetals) and run(edwinsmith, broadwaysheetmetals) and own(edwinsmith, broadwaysheetmetals) and sheetmetalworker(edwinsmith)","forall x forall y (rower(x) and buisness(y) implies not own(x, y))"
