Unnamed: 0,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover,Premises - CLIF,Conclusions - CLIF,Premises - CLINGO,Conclusions - CLINGO,Premises - CGIF,Conclusions - CGIF,Premises - MINIFOL2,Conclusions - MINIFOL2,Premises - TFLPLUS,Conclusions - TFLPLUS
52,"The Lumina APV is produced by Chevrolet. 
The Astro is a van produced by Chevrolet. 
Vehicles produced by Chevrolet in this batch are either cars or vans.",The Astro is a car.,F,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Car(astro),,,"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) and van(astro)
forall x (vehicle(x) and producedby(x, chevrolet) and inthisbatch(x) implies (car(x) xor van(x)))",car(astro),"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) , van(astro)
forall (vehicle(x) , producedby(x, chevrolet) , inthisbatch(x) -: (car(x) ^ van(x)))",car(astro),"[producedby[(luminaapv  chevrolet)]
producedby[(astro  chevrolet)]  van[(astro)]
@every *x [(vehicle[(?x)]  producedby[(?x  chevrolet)]  inthisbatch[(?x)]  [(car[(?x)]  van[(?x)])])]]",[car[(astro)]],"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) & van(astro)
all:x (vehicle(x) & producedby(x, chevrolet) & inthisbatch(x) :- (car(x) ^ van(x)))",car(astro),+P2+P2++V2(+a2)-(+V0++P0++I0-(+C0-+V0)),+C2(+a2)
14,"The USS Salem is a heavy cruiser built for the United States Navy.
The last heavy cruiser to enter service was the USS Salem.
The USS Salem is a museum ship.
Museum ships are open to the public.
The USS Salem served in the Atlantic and Mediterranean.",The USS Salem was not the last heavy cruiser to enter service.,F,"HeavyCruiser(usssalem) ∧ BuiltFor(usssalem, unitedstatesnavy)
LastHeavyCruiserToEnterService(usssalem)
MuseumShip(usssalem)
∀x (MuseumShip(x) → OpenToPublic(x))
ServedIn(usssalem, atlantic) ∧ ServedIn(usssalem, mediterranean)",¬LastHeavyCruiserToEnterService(usssalem),,,"heavycruiser(usssalem) and builtfor(usssalem, unitedstatesnavy)
lastheavycruisertoenterservice(usssalem)
museumship(usssalem)
forall x (museumship(x) implies opentopublic(x))
servedin(usssalem, atlantic) and servedin(usssalem, mediterranean)",not lastheavycruisertoenterservice(usssalem),"heavycruiser(usssalem) , builtfor(usssalem, unitedstatesnavy)
lastheavycruisertoenterservice(usssalem)
museumship(usssalem)
forall (museumship(x) -: opentopublic(x))
servedin(usssalem, atlantic) , servedin(usssalem, mediterranean)",notlastheavycruisertoenterservice(usssalem),"[heavycruiser[(usssalem)]  builtfor[(usssalem  unitedstatesnavy)]
lastheavycruisertoenterservice[(usssalem)]
museumship[(usssalem)]
@every *x [(museumship[(?x)]  opentopublic[(?x)])]
servedin[(usssalem  atlantic)]  servedin[(usssalem  mediterranean)]]",~[lastheavycruisertoenterservice[(usssalem)]],"heavycruiser(usssalem) & builtfor(usssalem, unitedstatesnavy)
lastheavycruisertoenterservice(usssalem)
museumship(usssalem)
all:x (museumship(x) :- opentopublic(x))
servedin(usssalem, atlantic) & servedin(usssalem, mediterranean)",~lastheavycruisertoenterservice(usssalem),+H2(+u2)++B2+L2(+u2)+M2(+u2)-(+M0-+O0)+S2++S2,-+L2(+u2)
76,"Asa Hoffmann was born in New York City.
Asa Hoffman lives in Manhattan.
Asa Hoffman is a chess player.
Some chess players are grandmasters.
People born and living in New York City are New Yorkers.
People living in Manhattan live in New York City.",Asa Hoffmann does not live in New York.,F,"BornIn(asaHoffmann, newYorkCity)
LiveIn(asaHoffmann, manhattan)
ChessPlayer(asaHoffmann)
∃x ∃y (ChessPlayer(x) ∧ GrandMaster(x) ∧ (¬(x=y)) ∧ ChessPlayer(y) ∧ GrandMaster(y))
∀x ((BornIn(x, newYorkCity) ∧ LiveIn(x, newYorkCity)) → NewYorker(x))
∀x (LiveIn(x, manhattan) → LiveIn(x, newYorkCity))","¬LiveIn(asaHoffmann, newYorkCity)",,,"bornin(asahoffmann, newyorkcity)
livein(asahoffmann, manhattan)
chessplayer(asahoffmann)
exists x exists y (chessplayer(x) and grandmaster(x) and (not (x=y)) and chessplayer(y) and grandmaster(y))
forall x ((bornin(x, newyorkcity) and livein(x, newyorkcity)) implies newyorker(x))
forall x (livein(x, manhattan) implies livein(x, newyorkcity))","not livein(asahoffmann, newyorkcity)","bornin(asahoffmann, newyorkcity)
livein(asahoffmann, manhattan)
chessplayer(asahoffmann)
  (chessplayer(x) , grandmaster(x) , (not(x=y)) , chessplayer(y) , grandmaster(y))
forall ((bornin(x, newyorkcity) , livein(x, newyorkcity)) -: newyorker(x))
forall (livein(x, manhattan) -: livein(x, newyorkcity))","notlivein(asahoffmann, newyorkcity)","[bornin[(asahoffmann  newyorkcity)]
livein[(asahoffmann  manhattan)]
chessplayer[(asahoffmann)]
*x *y [(chessplayer[(?x)]  grandmaster[(?x)]  [(~[(?x=y)])]  chessplayer[(?y)]  grandmaster[(?y)])]
@every *x [([(bornin[(?x  newyorkcity)]  livein[(?x  newyorkcity)])]  newyorker[(?x)])]
@every *x [(livein[(?x  manhattan)]  livein[(?x  newyorkcity)])]]",~[livein[(asahoffmann  newyorkcity)]],"bornin(asahoffmann, newyorkcity)
livein(asahoffmann, manhattan)
chessplayer(asahoffmann)
x y (chessplayer(x) & grandmaster(x) & (~(x=y)) & chessplayer(y) & grandmaster(y))
all:x ((bornin(x, newyorkcity) & livein(x, newyorkcity)) :- newyorker(x))
all:x (livein(x, manhattan) :- livein(x, newyorkcity))","~livein(asahoffmann, newyorkcity)",+B2+L2+C2(+a2)++(+C1++G1+(-(+x1))++C1++G1)-((+B0++L0)-+N0)-(+L0-+L0),-+L2
18,"Miroslav Fiedler was a Czech mathematician.
Miroslav Fiedler is known for his contributions to linear algebra and graph theory.
Miroslav Fiedler is honored by the Fiedler eigenvalue.
Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.",A Czech mathematician is known for his contributions to linear algebra and graph theory.,T,"Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler)
KnownFor(miroslavFiedler, contributionsToLinearAlgebraAndGraphTheory)
HonoredBy(miroslavFiedler, fiedlerEigenvalue)
TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)","∃x (Czech(x) ∧ Mathematician(x) ∧ KnownFor(x, contributionsToLinearAlgebraAndGraphTheory))",,,"czech(miroslavfiedler) and mathematician(miroslavfiedler)
knownfor(miroslavfiedler, contributionstolinearalgebraandgraphtheory)
honoredby(miroslavfiedler, fiedlereigenvalue)
thesecondsmallesteigenvalueof(fiedlereigenvalue, thegraphlaplacian)","exists x (czech(x) and mathematician(x) and knownfor(x, contributionstolinearalgebraandgraphtheory))","czech(miroslavfiedler) , mathematician(miroslavfiedler)
knownfor(miroslavfiedler, contributionstolinearalgebraandgraphtheory)
honoredby(miroslavfiedler, fiedlereigenvalue)
thesecondsmallesteigenvalueof(fiedlereigenvalue, thegraphlaplacian)"," (czech(x) , mathematician(x) , knownfor(x, contributionstolinearalgebraandgraphtheory))","[czech[(miroslavfiedler)]  mathematician[(miroslavfiedler)]
knownfor[(miroslavfiedler  contributionstolinearalgebraandgraphtheory)]
honoredby[(miroslavfiedler  fiedlereigenvalue)]
thesecondsmallesteigenvalueof[(fiedlereigenvalue  thegraphlaplacian)]]",[*x [(czech[(?x)]  mathematician[(?x)]  knownfor[(?x  contributionstolinearalgebraandgraphtheory)])]],"czech(miroslavfiedler) & mathematician(miroslavfiedler)
knownfor(miroslavfiedler, contributionstolinearalgebraandgraphtheory)
honoredby(miroslavfiedler, fiedlereigenvalue)
thesecondsmallesteigenvalueof(fiedlereigenvalue, thegraphlaplacian)","x (czech(x) & mathematician(x) & knownfor(x, contributionstolinearalgebraandgraphtheory))",+C2(+m2)++M2(+m2)+K2+H2+T2,+(+C1++M1++K1)
51,"The summer Olympic games is a sporting event. 
The last summer Olympic games was in Tokyo.
The United States won the most medals in Tokyo. ",The last summer Olympic games were not in Tokyo.,F,"SportingEvent(olympics)
LastSummerOlympics(tokyo)
MostMedals(unitedStates, tokyo)",¬LastSummerOlympics(tokyo),,,"sportingevent(olympics)
lastsummerolympics(tokyo)
mostmedals(unitedstates, tokyo)",not lastsummerolympics(tokyo),"sportingevent(olympics)
lastsummerolympics(tokyo)
mostmedals(unitedstates, tokyo)",notlastsummerolympics(tokyo),"[sportingevent[(olympics)]
lastsummerolympics[(tokyo)]
mostmedals[(unitedstates  tokyo)]]",~[lastsummerolympics[(tokyo)]],"sportingevent(olympics)
lastsummerolympics(tokyo)
mostmedals(unitedstates, tokyo)",~lastsummerolympics(tokyo),+S2(+o2)+L2(+t2)+M2,-+L2(+t2)
1,"Mary has the flu.
If someone has the flu, then they have influenza.
Susan doesn't have influenza.",Either Mary or Susan has influenza.,T,"Has(mary, flu)
∀x (Has(x, flu) → Has(x, influenza))
¬Has(susan, influenza)","Has(mary, influenza) ⊕ Has(susan, influenza)",,,"has(mary, flu)
forall x (has(x, flu) implies has(x, influenza))
not has(susan, influenza)","has(mary, influenza) xor has(susan, influenza)","has(mary, flu)
forall (has(x, flu) -: has(x, influenza))
nothas(susan, influenza)","has(mary, influenza) ^ has(susan, influenza)","[has[(mary  flu)]
@every *x [(has[(?x  flu)]  has[(?x  influenza)])]
~has[(susan  influenza)]]",[has[(mary  influenza)]  has[(susan  influenza)]],"has(mary, flu)
all:x (has(x, flu) :- has(x, influenza))
~has(susan, influenza)","has(mary, influenza) ^ has(susan, influenza)",+H2-(+H0-+H0)-+H2,+H2-+H2
70,"Michael O'Donnell is a British physician, journalist, author, and broadcaster.
One of the word-setters of My Word! was Michael O'Donnell.
The magazine World Medicine was edited by Michael O'Donnell.
Michael O'Donnell was born in Yorkshire as the son of a general practitioner.",There is a son of a general practitioner that is not an author.,U,"British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael)
WordSetter(michael)
Magazine(worldMedicine) ∧ EditedBy(worldMedicine, michael)
BornIn(michael, yorkshire) ∧ ∃x(SonOf(michael, x) ∧ GeneralPractitioner(x))","∃x ∃y (Son(x, y) ∧ GeneralPractitioner(y) ∧ ¬Author(x))",,,"british(michael) and physician(michael) and journalist(michael) and author(michael) and broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) and editedby(worldmedicine, michael)
bornin(michael, yorkshire) and exists x(sonof(michael, x) and generalpractitioner(x))","exists x exists y (son(x, y) and generalpractitioner(y) and not author(x))","british(michael) , physician(michael) , journalist(michael) , author(michael) , broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) , editedby(worldmedicine, michael)
bornin(michael, yorkshire) , (sonof(michael, x) , generalpractitioner(x))","  (son(x, y) , generalpractitioner(y) , notauthor(x))","[british[(michael)]  physician[(michael)]  journalist[(michael)]  author[(michael)]  broadcaster[(michael)]
wordsetter[(michael)]
magazine[(worldmedicine)]  editedby[(worldmedicine  michael)]
bornin[(michael  yorkshire)]  *x[(sonof[(michael  x)]  generalpractitioner[(?x)])]]",[*x *y [(son[(?x  y)]  generalpractitioner[(?y)]  ~author[(?x)])]],"british(michael) & physician(michael) & journalist(michael) & author(michael) & broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) & editedby(worldmedicine, michael)
bornin(michael, yorkshire) & x(sonof(michael, x) & generalpractitioner(x))","x y (son(x, y) & generalpractitioner(y) & ~author(x))",+B2(+m2)++P2(+m2)++J2(+m2)++A2(+m2)++B2(+m2)+W2(+m2)+M2(+w2)++E2+B2++(+S1++G1),++(+S1++G1+-+A1)
0,"There are six types of wild turkeys: Eastern wild turkey, Osceola wild turkey, Gould’s wild turkey, Merriam’s wild turkey, Rio Grande wild turkey, and Ocellated wild turkey.
Tom is not an Eastern wild turkey.
Tom is not an Osceola wild turkey.
Tom is not a Gould's wild turkey.
Tom is neither a Merriam's wild turkey nor a Rio Grande wild turkey.
Tom is a wild turkey.",Joey is a wild turkey.,U,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",WildTurkey(joey),"extra brackets?
Gould's or Goulds?
Merriam's or Merriams?",,"forall x (wildturkey(x) implies (easternwildturkey(x) or osceolawildturkey(x) or gouldswildturkey(x) or merriamswildturkey(x) or riograndewildturkey(x) or ocellatedwildturkey(x)))
not (easternwildturkey(tom))
not (osceolawildturkey(tom))
not (gouldswildturkey(tom))
not (merriamswildturkey(tom) or riograndewildturkey(tom))
wildturkey(tom)",wildturkey(joey),"forall (wildturkey(x) -: (easternwildturkey(x) | osceolawildturkey(x) | gouldswildturkey(x) | merriamswildturkey(x) | riograndewildturkey(x) | ocellatedwildturkey(x)))
not(easternwildturkey(tom))
not(osceolawildturkey(tom))
not(gouldswildturkey(tom))
not(merriamswildturkey(tom) | riograndewildturkey(tom))
wildturkey(tom)",wildturkey(joey),"[@every *x [(wildturkey[(?x)]  [(easternwildturkey[(?x)]  osceolawildturkey[(?x)]  gouldswildturkey[(?x)]  merriamswildturkey[(?x)]  riograndewildturkey[(?x)]  ocellatedwildturkey[(?x)])])]
~[(easternwildturkey[(tom)])]
~[(osceolawildturkey[(tom)])]
~[(gouldswildturkey[(tom)])]
~[(merriamswildturkey[(tom)]  riograndewildturkey[(tom)])]
wildturkey[(tom)]]",[wildturkey[(joey)]],"all:x (wildturkey(x) :- (easternwildturkey(x) | osceolawildturkey(x) | gouldswildturkey(x) | merriamswildturkey(x) | riograndewildturkey(x) | ocellatedwildturkey(x)))
~(easternwildturkey(tom))
~(osceolawildturkey(tom))
~(gouldswildturkey(tom))
~(merriamswildturkey(tom) | riograndewildturkey(tom))
wildturkey(tom)",wildturkey(joey),-(+W0-(+E0-+O0-+G0-+M0-+R0-+O0))-(+E0(+t0))-(+O0(+t0))-(+G0(+t0))-(+M0(+t0)-+R0(+t0))+W2(+t2),+W2(+j2)
60,"All buildings in New Haven are not high.
All buildings managed by Yale Housing are located in New Haven. 
All buildings in Manhattans are high. 
All buildings owned by Bloomberg are located in Manhattans. 
All buildings with the Bloomberg logo are owned by Bloomberg. 
Tower A is managed by Yale Housing.
Tower B is with the Bloomberg logo.",Tower B is not located in Manhattans.,F,"∀x (In(x, newHaven) → ¬High(x))
∀x (YaleHousing(x) → In(x, newHaven))
∀x (In(x, manhattan) → High(x))
∀x (Bloomberg(x) → In(x, manhattan))
∀x (BloombergLogo(x) → Bloomberg(x))
YaleHousing(tower-a)
BloombergLogo(tower-b)","¬In(tower-b, manhattan)",,,"forall x (in(x, newhaven) implies not high(x))
forall x (yalehousing(x) implies in(x, newhaven))
forall x (in(x, manhattan) implies high(x))
forall x (bloomberg(x) implies in(x, manhattan))
forall x (bloomberglogo(x) implies bloomberg(x))
yalehousing(tower-a)
bloomberglogo(tower-b)","not in(tower-b, manhattan)","forall (in(x, newhaven) -: nothigh(x))
forall (yalehousing(x) -: in(x, newhaven))
forall (in(x, manhattan) -: high(x))
forall (bloomberg(x) -: in(x, manhattan))
forall (bloomberglogo(x) -: bloomberg(x))
yalehousing(tower-a)
bloomberglogo(tower-b)","notin(tower-b, manhattan)","[@every *x [(in[(?x  newhaven)]  ~high[(?x)])]
@every *x [(yalehousing[(?x)]  in[(?x  newhaven)])]
@every *x [(in[(?x  manhattan)]  high[(?x)])]
@every *x [(bloomberg[(?x)]  in[(?x  manhattan)])]
@every *x [(bloomberglogo[(?x)]  bloomberg[(?x)])]
yalehousing[(tower-a)]
bloomberglogo[(tower-b)]]",~[in[(tower-b  manhattan)]],"all:x (in(x, newhaven) :- ~high(x))
all:x (yalehousing(x) :- in(x, newhaven))
all:x (in(x, manhattan) :- high(x))
all:x (bloomberg(x) :- in(x, manhattan))
all:x (bloomberglogo(x) :- bloomberg(x))
yalehousing(tower-a)
bloomberglogo(tower-b)","~in(tower-b, manhattan)",-(+I0--+H0)-(+Y0-+I0)-(+I0-+H0)-(+B0-+I0)-(+B0-+B0)+Y2(+t2)+B2(+t2),-+I2
97,"Deborah Wallace is a Scottish-born actress, playwright, and producer.
Psyche is a play based on the life of James Miranda Barry.
Homesick, Psyche and The Void are plays by Deborah Wallace.
Deborah Wallace co-produced Gasland.",Gasland is a play.,U,"BornIn(deborahWallace, scotland) ∧ Actress(deborahWallace) ∧ Playwright(deborahWallace) ∧ Producer(deborahWallace)
Play(psyche) ∧ BasedOn(psyche, lifeOfJamesMirandaBarry)
Play(homesick) ∧ WrittenBy(homesick, deborahWallace) ∧ Play(psyche) ∧ WrittenBy(psyche, deborahWallace) ∧ Play(theVoid) ∧ WrittenBy(theVoid, deborahWallace)
CoProduce(deborahWallace, gasland)",Play(gasland),,,"bornin(deborahwallace, scotland) and actress(deborahwallace) and playwright(deborahwallace) and producer(deborahwallace)
play(psyche) and basedon(psyche, lifeofjamesmirandabarry)
play(homesick) and writtenby(homesick, deborahwallace) and play(psyche) and writtenby(psyche, deborahwallace) and play(thevoid) and writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)",play(gasland),"bornin(deborahwallace, scotland) , actress(deborahwallace) , playwright(deborahwallace) , producer(deborahwallace)
play(psyche) , basedon(psyche, lifeofjamesmirandabarry)
play(homesick) , writtenby(homesick, deborahwallace) , play(psyche) , writtenby(psyche, deborahwallace) , play(thevoid) , writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)",play(gasland),"[bornin[(deborahwallace  scotland)]  actress[(deborahwallace)]  playwright[(deborahwallace)]  producer[(deborahwallace)]
play[(psyche)]  basedon[(psyche  lifeofjamesmirandabarry)]
play[(homesick)]  writtenby[(homesick  deborahwallace)]  play[(psyche)]  writtenby[(psyche  deborahwallace)]  play[(thevoid)]  writtenby[(thevoid  deborahwallace)]
coproduce[(deborahwallace  gasland)]]",[play[(gasland)]],"bornin(deborahwallace, scotland) & actress(deborahwallace) & playwright(deborahwallace) & producer(deborahwallace)
play(psyche) & basedon(psyche, lifeofjamesmirandabarry)
play(homesick) & writtenby(homesick, deborahwallace) & play(psyche) & writtenby(psyche, deborahwallace) & play(thevoid) & writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)",play(gasland),+B2++A2(+d2)++P2(+d2)++P2(+d2)+P2(+p2)++B2+P2(+h2)++W2++P2(+p2)++W2++P2(+t2)++W2+C2,+P2(+g2)
91,"Virginia Lee is an Australian rower.
Virginia Lee competed in both sweep oared and sculling events.
Sydney is Virginia Lee's home city.
New South Wales was represented by Virginia Lee.",No Australian has represented New South Wales.,F,"Australian(virginiaLee) ∧ Rower(virginiaLee)
CompetesIn(virginiaLee, sweepOaredEvents) ∧ CompetesIn(virginiaLee, scullingEvents)
City(sydney) ∧ HomeCity(sydney, virginiaLee)
Represents(virginiaLee, newSouthWales)","∀x (Australian(x) → ¬Represented(x, newSouthWales))",,,"australian(virginialee) and rower(virginialee)
competesin(virginialee, sweepoaredevents) and competesin(virginialee, scullingevents)
city(sydney) and homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","forall x (australian(x) implies not represented(x, newsouthwales))","australian(virginialee) , rower(virginialee)
competesin(virginialee, sweepoaredevents) , competesin(virginialee, scullingevents)
city(sydney) , homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","forall (australian(x) -: notrepresented(x, newsouthwales))","[australian[(virginialee)]  rower[(virginialee)]
competesin[(virginialee  sweepoaredevents)]  competesin[(virginialee  scullingevents)]
city[(sydney)]  homecity[(sydney  virginialee)]
represents[(virginialee  newsouthwales)]]",[@every *x [(australian[(?x)]  ~represented[(?x  newsouthwales)])]],"australian(virginialee) & rower(virginialee)
competesin(virginialee, sweepoaredevents) & competesin(virginialee, scullingevents)
city(sydney) & homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","all:x (australian(x) :- ~represented(x, newsouthwales))",+A2(+v2)++R2(+v2)+C2++C2+C2(+s2)++H2+R2,-(+A0--+R0)
15,"Elephantopus is a genus of perennial plants in the daisy family.
Elephantopus is widespread over much of Africa, southern Asia, Australia, and the Americas.
Several species of Elephantopus are native to the southeastern United States.
Elephantopus scaber is a traditional medicine.",Elephantopus is found in Australia and Southern Asia.,T,"∀x (Elephantopus(x) → (Genus(x, perennialplants) ∧ BelongTo(x, daisyfamily)))
∃x ∃y ∃z(Elephantopus(x) ∧ In(x,africa) ∧ (¬(x=y)) ∧ Elephantopus(y) ∧ In(y, southernasia) ∧ (¬(x=z)) ∧ (¬(y=z)) ∧ Elephantopus(z) ∧ In(z, australia))
∃x ∃y (Elephantopus(x) ∧ NativeTo(x, southeasternunitedstates) ∧ (¬(x=y)) ∧ Elephantopus(y) ∧ NativeTo(y, southeasternunitedstates))
∀x (ElephantopusScaber(x) → TraditionalMedicine(x))","∃x∃y(Elephantopus(x) ∧ In(x,africa) ∧ Elephantopus(y) ∧ In(y,africa))",,,"forall x (elephantopus(x) implies (genus(x, perennialplants) and belongto(x, daisyfamily)))
exists x exists y exists z(elephantopus(x) and in(x,africa) and (not (x=y)) and elephantopus(y) and in(y, southernasia) and (not (x=z)) and (not (y=z)) and elephantopus(z) and in(z, australia))
exists x exists y (elephantopus(x) and nativeto(x, southeasternunitedstates) and (not (x=y)) and elephantopus(y) and nativeto(y, southeasternunitedstates))
forall x (elephantopusscaber(x) implies traditionalmedicine(x))","exists xexists y(elephantopus(x) and in(x,africa) and elephantopus(y) and in(y,africa))","forall (elephantopus(x) -: (genus(x, perennialplants) , belongto(x, daisyfamily)))
  (elephantopus(x) , in(x,africa) , (not(x=y)) , elephantopus(y) , in(y, southernasia) , (not(x=z)) , (not(y=z)) , elephantopus(z) , in(z, australia))
  (elephantopus(x) , nativeto(x, southeasternunitedstates) , (not(x=y)) , elephantopus(y) , nativeto(y, southeasternunitedstates))
forall (elephantopusscaber(x) -: traditionalmedicine(x))","(elephantopus(x) , in(x,africa) , elephantopus(y) , in(y,africa))","[@every *x [(elephantopus[(?x)]  [(genus[(?x  perennialplants)]  belongto[(?x  daisyfamily)])])]
*x *y *z[(elephantopus[(?x)]  in[(?x africa)]  [(~[(?x=y)])]  elephantopus[(?y)]  in[(?y  southernasia)]  [(~[(?x=z)])]  [(~[(?y=z)])]  elephantopus[(?z)]  in[(?z  australia)])]
*x *y [(elephantopus[(?x)]  nativeto[(?x  southeasternunitedstates)]  [(~[(?x=y)])]  elephantopus[(?y)]  nativeto[(?y  southeasternunitedstates)])]
@every *x [(elephantopusscaber[(?x)]  traditionalmedicine[(?x)])]]",[*x*y[(elephantopus[(?x)]  in[(?x africa)]  elephantopus[(?y)]  in[(?y africa)])]],"all:x (elephantopus(x) :- (genus(x, perennialplants) & belongto(x, daisyfamily)))
x y z(elephantopus(x) & in(x,africa) & (~(x=y)) & elephantopus(y) & in(y, southernasia) & (~(x=z)) & (~(y=z)) & elephantopus(z) & in(z, australia))
x y (elephantopus(x) & nativeto(x, southeasternunitedstates) & (~(x=y)) & elephantopus(y) & nativeto(y, southeasternunitedstates))
all:x (elephantopusscaber(x) :- traditionalmedicine(x))","xy(elephantopus(x) & in(x,africa) & elephantopus(y) & in(y,africa))",-(+E0-(+G0++B0))+++(+E1++I1+(-(+x1))++E1++I1+(-(+x1))+(-(+y1))++E1++I1)++(+E1++N1+(-(+x1))++E1++N1)-(+E0-+T0),++(+E1++I1++E1++I1)
5,"Peter Parker is either a superhero or a civilian.
The Hulk is a destroyer.
The Hulk wakes up when he is angry.
If the Hulk wakes up, then he will break a bridge.
Thor is a god.
Thor will break a bridge when he is happy.
A god is not a destroyer.
Peter Parker wears a uniform when he is a superhero.
Peter Parker is not a civilian if a destroyer is breaking a bridge.
If Thor is happy, the Hulk is angry.","If Thor is not happy, then no bridge will be broken.",U,"Superhero(peterParker) ⊕ Civilian(peterParker)
Destroyer(theHulk)
Angry(theHulk) → WakesUp(theHulk)
WakesUp(theHulk) → Breaks(theHulk, bridge)
God(thor)
Happy(thor) → Breaks(thor, bridge)
∀x (God(x) → ¬Destroyer(x))
Superhero(peter) → Wears(peter, uniform)
∀x ((Destroyer(x) ∧ Breaks(x,bridge)) → ¬Civilian(peter))
Happy(thor) → Angry(theHulk)","¬Happy(thor) → ¬Breaks(thor, bridge)",,,"superhero(peterparker) xor civilian(peterparker)
destroyer(thehulk)
angry(thehulk) implies wakesup(thehulk)
wakesup(thehulk) implies breaks(thehulk, bridge)
god(thor)
happy(thor) implies breaks(thor, bridge)
forall x (god(x) implies not destroyer(x))
superhero(peter) implies wears(peter, uniform)
forall x ((destroyer(x) and breaks(x,bridge)) implies not civilian(peter))
happy(thor) implies angry(thehulk)","not happy(thor) implies not breaks(thor, bridge)","superhero(peterparker) ^ civilian(peterparker)
destroyer(thehulk)
angry(thehulk) -: wakesup(thehulk)
wakesup(thehulk) -: breaks(thehulk, bridge)
god(thor)
happy(thor) -: breaks(thor, bridge)
forall (god(x) -: notdestroyer(x))
superhero(peter) -: wears(peter, uniform)
forall ((destroyer(x) , breaks(x,bridge)) -: notcivilian(peter))
happy(thor) -: angry(thehulk)","nothappy(thor) -: notbreaks(thor, bridge)","[superhero[(peterparker)]  civilian[(peterparker)]
destroyer[(thehulk)]
angry[(thehulk)]  wakesup[(thehulk)]
wakesup[(thehulk)]  breaks[(thehulk  bridge)]
god[(thor)]
happy[(thor)]  breaks[(thor  bridge)]
@every *x [(god[(?x)]  ~destroyer[(?x)])]
superhero[(peter)]  wears[(peter  uniform)]
@every *x [([(destroyer[(?x)]  breaks[(?x bridge)])]  ~civilian[(peter)])]
happy[(thor)]  angry[(thehulk)]]",~[happy[(thor)]  ~breaks[(thor  bridge)]],"superhero(peterparker) ^ civilian(peterparker)
destroyer(thehulk)
angry(thehulk) :- wakesup(thehulk)
wakesup(thehulk) :- breaks(thehulk, bridge)
god(thor)
happy(thor) :- breaks(thor, bridge)
all:x (god(x) :- ~destroyer(x))
superhero(peter) :- wears(peter, uniform)
all:x ((destroyer(x) & breaks(x,bridge)) :- ~civilian(peter))
happy(thor) :- angry(thehulk)","~happy(thor) :- ~breaks(thor, bridge)",+S2(+p2)-+C2(+p2)+D2(+t2)+A2(+t2)-+W2(+t2)+W2(+t2)-+B2+G2(+t2)+H2(+t2)-+B2-(+G0--+D0)+S2(+p2)-+W2-((+D0++B0)--+C0(+p0))+H2(+t2)-+A2(+t2),-+H2(+t2)--+B2
