id,syllogism,validity,plausibility,fol,clif,cgif,clingo,tflplus,minifol2,sef
d395b65f-fa01-475b-a5f9-1043660ab986,"Every bird is an animal. All humans are animals as well. Therefore, all humans must be birds.",False,False,"∀x (Bird(x) → Animal(x))
 ∀x (Human(x) → AnimalAsWell(x))
 ∀x (AllHumanMustBeBird(x))
","forall x (bird(x) implies animal(x))
 forall x (human(x) implies animalaswell(x))
 forall x (allhumanmustbebird(x))
","[@every *x [(bird[(?x)]  animal[(?x)])]
 @every *x [(human[(?x)]  animalaswell[(?x)])]
 @every *x [(allhumanmustbebird[(?x)])]
]","forall (bird(x) -: animal(x))
 forall (human(x) -: animalaswell(x))
 forall (allhumanmustbebird(x))
",-(+B0-+A0)-(+H0-+A0)-(+A0),"all:x (bird(x) :- animal(x))
 all:x (human(x) :- animalaswell(x))
 all:x (allhumanmustbebird(x))
",categorical
da3044ed-e1a7-40a7-8bd2-cdeb09f5dbdb,"No animal that is an invertebrate is a vertebrate. Among the things that are spiders, a few are invertebrates. Thus, some spiders are vertebrates.",False,False,"∀x (Animal(x) → ¬ThatAnInvertebrateAVertebrate(x))
 ∃x (ThingThat(x) ∧ SpiderAFewInvertebrate(x))
 ∀x (SomeSpider(x) → Vertebrate(x))
","forall x (animal(x) implies not thataninvertebrateavertebrate(x))
 exists x (thingthat(x) and spiderafewinvertebrate(x))
 forall x (somespider(x) implies vertebrate(x))
","[@every *x [(animal[(?x)]  ~thataninvertebrateavertebrate[(?x)])]
 *x [(thingthat[(?x)]  spiderafewinvertebrate[(?x)])]
 @every *x [(somespider[(?x)]  vertebrate[(?x)])]
]","forall (animal(x) -: notthataninvertebrateavertebrate(x))
  (thingthat(x) , spiderafewinvertebrate(x))
 forall (somespider(x) -: vertebrate(x))
",-(+A0--+T0)+(+T1++S1)-(+S0-+V0),"all:x (animal(x) :- ~thataninvertebrateavertebrate(x))
 x (thingthat(x) & spiderafewinvertebrate(x))
 all:x (somespider(x) :- vertebrate(x))
",categorical
6c246ba6-8a91-453a-a027-c41877ac446c,It is not the case that every single scientist is an engineer. Every scientist is an elevator. It follows from this that some elevators are engineers.,False,False,"∀x (It(x) → NotTheCaseThatEverySingleScientistAnEngineer(x))
 ∀x (Scientist(x) → Elevator(x))
 ∀x (FromThiThatSomeElevator(x) → Engineer(x))
","forall x (it(x) implies notthecasethateverysinglescientistanengineer(x))
 forall x (scientist(x) implies elevator(x))
 forall x (fromthithatsomeelevator(x) implies engineer(x))
","[@every *x [(it[(?x)]  notthecasethateverysinglescientistanengineer[(?x)])]
 @every *x [(scientist[(?x)]  elevator[(?x)])]
 @every *x [(fromthithatsomeelevator[(?x)]  engineer[(?x)])]
]","forall (it(x) -: notthecasethateverysinglescientistanengineer(x))
 forall (scientist(x) -: elevator(x))
 forall (fromthithatsomeelevator(x) -: engineer(x))
",-(+I0-+N0)-(+S0-+E0)-(+F0-+E0),"all:x (it(x) :- notthecasethateverysinglescientistanengineer(x))
 all:x (scientist(x) :- elevator(x))
 all:x (fromthithatsomeelevator(x) :- engineer(x))
",categorical
79,"Every organism is a mountain. Every organism is a rug. Thus, it logically follows that some rugs are mountains.",True,False,"∀x (Organism(x) → Mountain(x))
 ∀x (Organism(x) → Rug(x))
 ∀x (ItLogicallyFollowThatSomeRug(x) → Mountain(x))
","forall x (organism(x) implies mountain(x))
 forall x (organism(x) implies rug(x))
 forall x (itlogicallyfollowthatsomerug(x) implies mountain(x))
","[@every *x [(organism[(?x)]  mountain[(?x)])]
 @every *x [(organism[(?x)]  rug[(?x)])]
 @every *x [(itlogicallyfollowthatsomerug[(?x)]  mountain[(?x)])]
]","forall (organism(x) -: mountain(x))
 forall (organism(x) -: rug(x))
 forall (itlogicallyfollowthatsomerug(x) -: mountain(x))
",-(+O0-+M0)-(+O0-+R0)-(+I0-+M0),"all:x (organism(x) :- mountain(x))
 all:x (organism(x) :- rug(x))
 all:x (itlogicallyfollowthatsomerug(x) :- mountain(x))
",categorical
a032a04b-1692-4c50-867a-17e2cdfc0387,Every animal is a mammal. There are some reptiles that are animals. It can be concluded that all reptiles are mammals.,False,False,"∀x (Animal(x) → Mammal(x))
 ∃x (ReptileThat(x) ∧ Animal(x))
 ∀x (ItCanBeConcludedThatAllReptile(x) → Mammal(x))
","forall x (animal(x) implies mammal(x))
 exists x (reptilethat(x) and animal(x))
 forall x (itcanbeconcludedthatallreptile(x) implies mammal(x))
","[@every *x [(animal[(?x)]  mammal[(?x)])]
 *x [(reptilethat[(?x)]  animal[(?x)])]
 @every *x [(itcanbeconcludedthatallreptile[(?x)]  mammal[(?x)])]
]","forall (animal(x) -: mammal(x))
  (reptilethat(x) , animal(x))
 forall (itcanbeconcludedthatallreptile(x) -: mammal(x))
",-(+A0-+M0)+(+R1++A1)-(+I0-+M0),"all:x (animal(x) :- mammal(x))
 x (reptilethat(x) & animal(x))
 all:x (itcanbeconcludedthatallreptile(x) :- mammal(x))
",categorical
484629f1-3062-4086-b455-4892eb08d4e6,Nothing that is a fruit is broccoli. All items of broccoli are vegetables. A subset of vegetables is not fruit.,True,True,"∀x (NothingThat(x) → FruitBroccoli(x))
 ∀x (ItemOfBroccoli(x) → Vegetable(x))
 ∀x (SubsetOfVegetable(x) → NotFruit(x))
","forall x (nothingthat(x) implies fruitbroccoli(x))
 forall x (itemofbroccoli(x) implies vegetable(x))
 forall x (subsetofvegetable(x) implies notfruit(x))
","[@every *x [(nothingthat[(?x)]  fruitbroccoli[(?x)])]
 @every *x [(itemofbroccoli[(?x)]  vegetable[(?x)])]
 @every *x [(subsetofvegetable[(?x)]  notfruit[(?x)])]
]","forall (nothingthat(x) -: fruitbroccoli(x))
 forall (itemofbroccoli(x) -: vegetable(x))
 forall (subsetofvegetable(x) -: notfruit(x))
",-(+N0-+F0)-(+I0-+V0)-(+S0-+N0),"all:x (nothingthat(x) :- fruitbroccoli(x))
 all:x (itemofbroccoli(x) :- vegetable(x))
 all:x (subsetofvegetable(x) :- notfruit(x))
",categorical
0d98be0f-0057-41ac-bb47-fcdab1a96c6f,"Every single bird is a fish. Some penguins, it is known, are not fish. This necessarily implies that some penguins are not birds.",True,False,"∀x (SingleBird(x) → Fish(x))
 ∃x (PenguinItKnown(x) ∧ NotFish(x))
 ∀x (ThiNecessarilyImplieThatSomePenguin(x) → NotBird(x))
","forall x (singlebird(x) implies fish(x))
 exists x (penguinitknown(x) and notfish(x))
 forall x (thinecessarilyimpliethatsomepenguin(x) implies notbird(x))
","[@every *x [(singlebird[(?x)]  fish[(?x)])]
 *x [(penguinitknown[(?x)]  notfish[(?x)])]
 @every *x [(thinecessarilyimpliethatsomepenguin[(?x)]  notbird[(?x)])]
]","forall (singlebird(x) -: fish(x))
  (penguinitknown(x) , notfish(x))
 forall (thinecessarilyimpliethatsomepenguin(x) -: notbird(x))
",-(+S0-+F0)+(+P1++N1)-(+T0-+N0),"all:x (singlebird(x) :- fish(x))
 x (penguinitknown(x) & notfish(x))
 all:x (thinecessarilyimpliethatsomepenguin(x) :- notbird(x))
",categorical
48,Not every piece of art is visual. Certain art pieces possess physical characteristics. Nothing that is visual can be physical.,False,False,"∀x (NotEveryPieceOfArt(x) → Visual(x))
 ∀x (ArtPiecePossesPhysicalCharacter(x) → Tic(x))
 ∀x (NothingThat(x) → VisualCanBePhysical(x))
","forall x (noteverypieceofart(x) implies visual(x))
 forall x (artpiecepossesphysicalcharacter(x) implies tic(x))
 forall x (nothingthat(x) implies visualcanbephysical(x))
","[@every *x [(noteverypieceofart[(?x)]  visual[(?x)])]
 @every *x [(artpiecepossesphysicalcharacter[(?x)]  tic[(?x)])]
 @every *x [(nothingthat[(?x)]  visualcanbephysical[(?x)])]
]","forall (noteverypieceofart(x) -: visual(x))
 forall (artpiecepossesphysicalcharacter(x) -: tic(x))
 forall (nothingthat(x) -: visualcanbephysical(x))
",-(+N0-+V0)-(+A0-+T0)-(+N0-+V0),"all:x (noteverypieceofart(x) :- visual(x))
 all:x (artpiecepossesphysicalcharacter(x) :- tic(x))
 all:x (nothingthat(x) :- visualcanbephysical(x))
",categorical
c6a92b4e-ca9a-475c-9fec-967fbec7ab36,"It is true that no fish live in the sea. There are fish, and some of them are salmons. Based on this, it must be the case that a certain amount of salmons do not live in the sea.",True,False,"∀x (Fish(x) → ¬LiveInTheSeaThereFishAndSomeOfThemSalmonBasedOnThiItMustBeTheCaseThatACertainAmountOfSalmonDoNotLiveInTheSea(x))
","forall x (fish(x) implies not liveintheseatherefishandsomeofthemsalmonbasedonthiitmustbethecasethatacertainamountofsalmondonotliveinthesea(x))
","[@every *x [(fish[(?x)]  ~liveintheseatherefishandsomeofthemsalmonbasedonthiitmustbethecasethatacertainamountofsalmondonotliveinthesea[(?x)])]
]","forall (fish(x) -: notliveintheseatherefishandsomeofthemsalmonbasedonthiitmustbethecasethatacertainamountofsalmondonotliveinthesea(x))
",-(+F0--+L0),"all:x (fish(x) :- ~liveintheseatherefishandsomeofthemsalmonbasedonthiitmustbethecasethatacertainamountofsalmondonotliveinthesea(x))
",categorical
1ce77016-2e3d-431a-af11-e015722c98fe,Anything that is a tree is made of wood. Every single chair is made of wood. It is necessarily concluded that every chair is a tree.,False,False,"∀x (AnythingThat(x) → TreeMadeOfWood(x))
 ∀x (SingleChair(x) → MadeOfWood(x))
 ∀x (It(x) → NecessarilyConcludedThatEveryChairATree(x))
","forall x (anythingthat(x) implies treemadeofwood(x))
 forall x (singlechair(x) implies madeofwood(x))
 forall x (it(x) implies necessarilyconcludedthateverychairatree(x))
","[@every *x [(anythingthat[(?x)]  treemadeofwood[(?x)])]
 @every *x [(singlechair[(?x)]  madeofwood[(?x)])]
 @every *x [(it[(?x)]  necessarilyconcludedthateverychairatree[(?x)])]
]","forall (anythingthat(x) -: treemadeofwood(x))
 forall (singlechair(x) -: madeofwood(x))
 forall (it(x) -: necessarilyconcludedthateverychairatree(x))
",-(+A0-+T0)-(+S0-+M0)-(+I0-+N0),"all:x (anythingthat(x) :- treemadeofwood(x))
 all:x (singlechair(x) :- madeofwood(x))
 all:x (it(x) :- necessarilyconcludedthateverychairatree(x))
",categorical
e12158a1-5a17-43f2-b721-5790f55a7b89,All of the things that are planets are animals. All of the things that are bridges are animals. It can be deduced that there are bridges that are planets.,False,False,"∀x (OfTheThingThat(x) → PlanetAnimal(x))
 ∀x (OfTheThingThat(x) → BridgeAnimal(x))
 ∀x (ItCanBeDeducedThatThere(x) → BridgeThatPlanet(x))
","forall x (ofthethingthat(x) implies planetanimal(x))
 forall x (ofthethingthat(x) implies bridgeanimal(x))
 forall x (itcanbededucedthatthere(x) implies bridgethatplanet(x))
","[@every *x [(ofthethingthat[(?x)]  planetanimal[(?x)])]
 @every *x [(ofthethingthat[(?x)]  bridgeanimal[(?x)])]
 @every *x [(itcanbededucedthatthere[(?x)]  bridgethatplanet[(?x)])]
]","forall (ofthethingthat(x) -: planetanimal(x))
 forall (ofthethingthat(x) -: bridgeanimal(x))
 forall (itcanbededucedthatthere(x) -: bridgethatplanet(x))
",-(+O0-+P0)-(+O0-+B0)-(+I0-+B0),"all:x (ofthethingthat(x) :- planetanimal(x))
 all:x (ofthethingthat(x) :- bridgeanimal(x))
 all:x (itcanbededucedthatthere(x) :- bridgethatplanet(x))
",categorical
66f1c7d9-8f37-4f93-842e-4020d38b0e68,It is not true that any bird is a cat. No dog is a bird. This leads to the conclusion that no dog is a cat.,False,True,"∀x (It(x) → NotTrueThatAnyBirdACat(x))
 ∀x (Dog(x) → ¬Bird(x))
 ∀x (ThiLeadToTheConclusionThatNoDog(x) → Cat(x))
","forall x (it(x) implies nottruethatanybirdacat(x))
 forall x (dog(x) implies not bird(x))
 forall x (thileadtotheconclusionthatnodog(x) implies cat(x))
","[@every *x [(it[(?x)]  nottruethatanybirdacat[(?x)])]
 @every *x [(dog[(?x)]  ~bird[(?x)])]
 @every *x [(thileadtotheconclusionthatnodog[(?x)]  cat[(?x)])]
]","forall (it(x) -: nottruethatanybirdacat(x))
 forall (dog(x) -: notbird(x))
 forall (thileadtotheconclusionthatnodog(x) -: cat(x))
",-(+I0-+N0)-(+D0--+B0)-(+T0-+C0),"all:x (it(x) :- nottruethatanybirdacat(x))
 all:x (dog(x) :- ~bird(x))
 all:x (thileadtotheconclusionthatnodog(x) :- cat(x))
",categorical
4d476b7d-8af6-4690-8a19-2dc753c37d8a,Anything that is a plant with thorns is not a flower. A certain number of roses are considered plants with thorns. This demonstrates that some roses are not flowers.,True,False,"∀x (AnythingThat(x) → PlantWithThornNotAFlower(x))
 ∃x (Rose(x) ∧ ConsideredPlantWithThorn(x))
 ∀x (ThiDemonstrateThatSomeRose(x) → NotFlower(x))
","forall x (anythingthat(x) implies plantwiththornnotaflower(x))
 exists x (rose(x) and consideredplantwiththorn(x))
 forall x (thidemonstratethatsomerose(x) implies notflower(x))
","[@every *x [(anythingthat[(?x)]  plantwiththornnotaflower[(?x)])]
 *x [(rose[(?x)]  consideredplantwiththorn[(?x)])]
 @every *x [(thidemonstratethatsomerose[(?x)]  notflower[(?x)])]
]","forall (anythingthat(x) -: plantwiththornnotaflower(x))
  (rose(x) , consideredplantwiththorn(x))
 forall (thidemonstratethatsomerose(x) -: notflower(x))
",-(+A0-+P0)+(+R1++C1)-(+T0-+N0),"all:x (anythingthat(x) :- plantwiththornnotaflower(x))
 x (rose(x) & consideredplantwiththorn(x))
 all:x (thidemonstratethatsomerose(x) :- notflower(x))
",categorical
13,"Not a single colony can be considered a camera. There are instances where bodies are not cameras. As a result, every colony is classified as a body.",False,True,"∀x (Colony(x) → ¬ConsideredACamera(x))
 ∃x (InstanceWhereBodie(x) ∧ NotCamera(x))
 ∀x (EveryColony(x) → ClassifiedAsABody(x))
","forall x (colony(x) implies not consideredacamera(x))
 exists x (instancewherebodie(x) and notcamera(x))
 forall x (everycolony(x) implies classifiedasabody(x))
","[@every *x [(colony[(?x)]  ~consideredacamera[(?x)])]
 *x [(instancewherebodie[(?x)]  notcamera[(?x)])]
 @every *x [(everycolony[(?x)]  classifiedasabody[(?x)])]
]","forall (colony(x) -: notconsideredacamera(x))
  (instancewherebodie(x) , notcamera(x))
 forall (everycolony(x) -: classifiedasabody(x))
",-(+C0--+C0)+(+I1++N1)-(+E0-+C0),"all:x (colony(x) :- ~consideredacamera(x))
 x (instancewherebodie(x) & notcamera(x))
 all:x (everycolony(x) :- classifiedasabody(x))
",categorical
5cc44de7-9c1c-45d1-b8e7-7711e1bafce3,"Every parrot has a beak. All parrots are classified as birds. Therefore, it must be that all birds have beaks.",False,True,"∀x (ParrotHasABeak(x))
 ∀x (Parrot(x) → ClassifiedAsBird(x))
 ∀x (ItMustBeThatAllBird(x) → Beak(x))
","forall x (parrothasabeak(x))
 forall x (parrot(x) implies classifiedasbird(x))
 forall x (itmustbethatallbird(x) implies beak(x))
","[@every *x [(parrothasabeak[(?x)])]
 @every *x [(parrot[(?x)]  classifiedasbird[(?x)])]
 @every *x [(itmustbethatallbird[(?x)]  beak[(?x)])]
]","forall (parrothasabeak(x))
 forall (parrot(x) -: classifiedasbird(x))
 forall (itmustbethatallbird(x) -: beak(x))
",-(+P0)-(+P0-+C0)-(+I0-+B0),"all:x (parrothasabeak(x))
 all:x (parrot(x) :- classifiedasbird(x))
 all:x (itmustbethatallbird(x) :- beak(x))
",categorical
a0d82c8d-78c5-436b-9365-c243ace27faf,Everything that is a star is cold. A few stars are suns. It is the case that some suns are cold.,True,False,"∀x (EverythingThat(x) → StarCold(x))
 ∀x (FewStar(x) → Sun(x))
 ∀x (It(x) → CaseThatSomeSunCold(x))
","forall x (everythingthat(x) implies starcold(x))
 forall x (fewstar(x) implies sun(x))
 forall x (it(x) implies casethatsomesuncold(x))
","[@every *x [(everythingthat[(?x)]  starcold[(?x)])]
 @every *x [(fewstar[(?x)]  sun[(?x)])]
 @every *x [(it[(?x)]  casethatsomesuncold[(?x)])]
]","forall (everythingthat(x) -: starcold(x))
 forall (fewstar(x) -: sun(x))
 forall (it(x) -: casethatsomesuncold(x))
",-(+E0-+S0)-(+F0-+S0)-(+I0-+C0),"all:x (everythingthat(x) :- starcold(x))
 all:x (fewstar(x) :- sun(x))
 all:x (it(x) :- casethatsomesuncold(x))
",categorical
7e8b844e-cae9-489c-85d2-754e381f6ced,"Anyone who is a reader is a scholar. There are students who are readers. Consequently, some students are scholars.",True,True,"∀x (AnyoneWho(x) → ReaderAScholar(x))
 ∃x (StudentWho(x) ∧ Reader(x))
 ∀x (SomeStudent(x) → Scholar(x))
","forall x (anyonewho(x) implies readerascholar(x))
 exists x (studentwho(x) and reader(x))
 forall x (somestudent(x) implies scholar(x))
","[@every *x [(anyonewho[(?x)]  readerascholar[(?x)])]
 *x [(studentwho[(?x)]  reader[(?x)])]
 @every *x [(somestudent[(?x)]  scholar[(?x)])]
]","forall (anyonewho(x) -: readerascholar(x))
  (studentwho(x) , reader(x))
 forall (somestudent(x) -: scholar(x))
",-(+A0-+R0)+(+S1++R1)-(+S0-+S0),"all:x (anyonewho(x) :- readerascholar(x))
 x (studentwho(x) & reader(x))
 all:x (somestudent(x) :- scholar(x))
",categorical
f7af5fc9-8a51-4ef4-8d9a-67efc9ec9208,Everything that is a vehicle is something that can fly. Any and all birds are things that can fly. This implies that all birds are vehicles.,False,False,"∀x (EverythingThat(x) → VehicleSomethingThatCanFly(x))
 ∀x (AndAllBird(x) → ThingThatCanFly(x))
 ∀x (ThiImplieThatAllBird(x) → Vehicle(x))
","forall x (everythingthat(x) implies vehiclesomethingthatcanfly(x))
 forall x (andallbird(x) implies thingthatcanfly(x))
 forall x (thiimpliethatallbird(x) implies vehicle(x))
","[@every *x [(everythingthat[(?x)]  vehiclesomethingthatcanfly[(?x)])]
 @every *x [(andallbird[(?x)]  thingthatcanfly[(?x)])]
 @every *x [(thiimpliethatallbird[(?x)]  vehicle[(?x)])]
]","forall (everythingthat(x) -: vehiclesomethingthatcanfly(x))
 forall (andallbird(x) -: thingthatcanfly(x))
 forall (thiimpliethatallbird(x) -: vehicle(x))
",-(+E0-+V0)-(+A0-+T0)-(+T0-+V0),"all:x (everythingthat(x) :- vehiclesomethingthatcanfly(x))
 all:x (andallbird(x) :- thingthatcanfly(x))
 all:x (thiimpliethatallbird(x) :- vehicle(x))
",categorical
055f965a-33f5-4607-9c66-4aa40bec3f17,Anything that is a rose is a flower. Under no circumstances is a flower a tree. This leads to the conclusion that some trees are not roses.,True,True,"∀x (AnythingThat(x) → RoseAFlower(x))
 ∀x (UnderNoCircumstance(x) → FlowerATree(x))
 ∀x (ThiLeadToTheConclusionThatSomeTree(x) → NotRose(x))
","forall x (anythingthat(x) implies roseaflower(x))
 forall x (undernocircumstance(x) implies floweratree(x))
 forall x (thileadtotheconclusionthatsometree(x) implies notrose(x))
","[@every *x [(anythingthat[(?x)]  roseaflower[(?x)])]
 @every *x [(undernocircumstance[(?x)]  floweratree[(?x)])]
 @every *x [(thileadtotheconclusionthatsometree[(?x)]  notrose[(?x)])]
]","forall (anythingthat(x) -: roseaflower(x))
 forall (undernocircumstance(x) -: floweratree(x))
 forall (thileadtotheconclusionthatsometree(x) -: notrose(x))
",-(+A0-+R0)-(+U0-+F0)-(+T0-+N0),"all:x (anythingthat(x) :- roseaflower(x))
 all:x (undernocircumstance(x) :- floweratree(x))
 all:x (thileadtotheconclusionthatsometree(x) :- notrose(x))
",categorical
ebc9f1a5-9193-4a67-b187-2bf5781c3abd,Any animal that is a cat is a mammal. There isn't a single fish that is a cat. This means that no fish is a mammal.,False,True,"∀x (AnimalThat(x) → CatAMammal(x))
 ∀x (ThereIsntASingleFishThat(x) → Cat(x))
 ∀x (ThiMeanThatNoFish(x) → Mammal(x))
","forall x (animalthat(x) implies catamammal(x))
 forall x (thereisntasinglefishthat(x) implies cat(x))
 forall x (thimeanthatnofish(x) implies mammal(x))
","[@every *x [(animalthat[(?x)]  catamammal[(?x)])]
 @every *x [(thereisntasinglefishthat[(?x)]  cat[(?x)])]
 @every *x [(thimeanthatnofish[(?x)]  mammal[(?x)])]
]","forall (animalthat(x) -: catamammal(x))
 forall (thereisntasinglefishthat(x) -: cat(x))
 forall (thimeanthatnofish(x) -: mammal(x))
",-(+A0-+C0)-(+T0-+C0)-(+T0-+M0),"all:x (animalthat(x) :- catamammal(x))
 all:x (thereisntasinglefishthat(x) :- cat(x))
 all:x (thimeanthatnofish(x) :- mammal(x))
",categorical
bcf96192-4ae8-4834-ab5d-7b2f8c36465b,There are no animals that are both carnivores and herbivores. A certain number of wolves are carnivores. It follows that no wolves are herbivores.,False,True,"∃x (NoAnimalThat(x) ∧ BothCarnivoreAndHerbivore(x))
 ∃x (Wolve(x) ∧ Carnivore(x))
 ∀x (Wolve(x) → ¬Herbivore(x))
","exists x (noanimalthat(x) and bothcarnivoreandherbivore(x))
 exists x (wolve(x) and carnivore(x))
 forall x (wolve(x) implies not herbivore(x))
","[*x [(noanimalthat[(?x)]  bothcarnivoreandherbivore[(?x)])]
 *x [(wolve[(?x)]  carnivore[(?x)])]
 @every *x [(wolve[(?x)]  ~herbivore[(?x)])]
]"," (noanimalthat(x) , bothcarnivoreandherbivore(x))
  (wolve(x) , carnivore(x))
 forall (wolve(x) -: notherbivore(x))
",+(+N1++B1)+(+W1++C1)-(+W0--+H0),"x (noanimalthat(x) & bothcarnivoreandherbivore(x))
 x (wolve(x) & carnivore(x))
 all:x (wolve(x) :- ~herbivore(x))
",categorical
0cb166c1-cc61-4585-bf4b-baad5b3028a2,Every single liquid is a fluid. There are some water bodies which are liquid. Water is in no way a fluid.,False,False,"∀x (SingleLiquid(x) → Fluid(x))
 ∃x (WaterBodieWhich(x) ∧ Liquid(x))
 ∀x (Water(x) → InNoWayAFluid(x))
","forall x (singleliquid(x) implies fluid(x))
 exists x (waterbodiewhich(x) and liquid(x))
 forall x (water(x) implies innowayafluid(x))
","[@every *x [(singleliquid[(?x)]  fluid[(?x)])]
 *x [(waterbodiewhich[(?x)]  liquid[(?x)])]
 @every *x [(water[(?x)]  innowayafluid[(?x)])]
]","forall (singleliquid(x) -: fluid(x))
  (waterbodiewhich(x) , liquid(x))
 forall (water(x) -: innowayafluid(x))
",-(+S0-+F0)+(+W1++L1)-(+W0-+I0),"all:x (singleliquid(x) :- fluid(x))
 x (waterbodiewhich(x) & liquid(x))
 all:x (water(x) :- innowayafluid(x))
",categorical
5042a832-ecad-4b81-a4c8-716ac22397ef,Anything that is a table is furniture. Lamps are not things that are furniture. It's impossible for any lamp to be a table.,True,True,"∀x (AnythingThat(x) → TableFurniture(x))
 ∀x (Lamp(x) → NotThingThatFurniture(x))
 ∀x (ItsImpossibleForAnyLampToBeATable(x))
","forall x (anythingthat(x) implies tablefurniture(x))
 forall x (lamp(x) implies notthingthatfurniture(x))
 forall x (itsimpossibleforanylamptobeatable(x))
","[@every *x [(anythingthat[(?x)]  tablefurniture[(?x)])]
 @every *x [(lamp[(?x)]  notthingthatfurniture[(?x)])]
 @every *x [(itsimpossibleforanylamptobeatable[(?x)])]
]","forall (anythingthat(x) -: tablefurniture(x))
 forall (lamp(x) -: notthingthatfurniture(x))
 forall (itsimpossibleforanylamptobeatable(x))
",-(+A0-+T0)-(+L0-+N0)-(+I0),"all:x (anythingthat(x) :- tablefurniture(x))
 all:x (lamp(x) :- notthingthatfurniture(x))
 all:x (itsimpossibleforanylamptobeatable(x))
",categorical
11c07653-4008-4b22-aeea-b4b1b4da83ad,"There is nothing that is a fruit that is a baked good. Not one passion fruit is a baked good. Consequently, it follows that some passion fruits are not fruits.",False,False,"∀x (There(x) → NothingThatAFruitThatABakedGood(x))
 ∀x (NotOnePassionFruit(x) → BakedGood(x))
 ∀x (ItFollowThatSomePassionFruit(x) → NotFruit(x))
","forall x (there(x) implies nothingthatafruitthatabakedgood(x))
 forall x (notonepassionfruit(x) implies bakedgood(x))
 forall x (itfollowthatsomepassionfruit(x) implies notfruit(x))
","[@every *x [(there[(?x)]  nothingthatafruitthatabakedgood[(?x)])]
 @every *x [(notonepassionfruit[(?x)]  bakedgood[(?x)])]
 @every *x [(itfollowthatsomepassionfruit[(?x)]  notfruit[(?x)])]
]","forall (there(x) -: nothingthatafruitthatabakedgood(x))
 forall (notonepassionfruit(x) -: bakedgood(x))
 forall (itfollowthatsomepassionfruit(x) -: notfruit(x))
",-(+T0-+N0)-(+N0-+B0)-(+I0-+N0),"all:x (there(x) :- nothingthatafruitthatabakedgood(x))
 all:x (notonepassionfruit(x) :- bakedgood(x))
 all:x (itfollowthatsomepassionfruit(x) :- notfruit(x))
",categorical
11bab54e-dbbb-4b2e-9d4d-2fc9b2c69d9e,"It is a certainty that every single teacher is a human being. It is also true that a few educated people are human beings. On this basis, it has been stated that a few educated people are teachers.",False,True,"∀x (It(x) → CertaintyThatEverySingleTeacherAHumanBeing(x))
 ∀x (It(x) → AlsoTrueThatAFewEducatedPeopleHumanBeing(x))
 ∀x (OnThiBasiItHasBeenStatedThatAFewEducatedPeople(x) → Teacher(x))
","forall x (it(x) implies certaintythateverysingleteacherahumanbeing(x))
 forall x (it(x) implies alsotruethatafeweducatedpeoplehumanbeing(x))
 forall x (onthibasiithasbeenstatedthatafeweducatedpeople(x) implies teacher(x))
","[@every *x [(it[(?x)]  certaintythateverysingleteacherahumanbeing[(?x)])]
 @every *x [(it[(?x)]  alsotruethatafeweducatedpeoplehumanbeing[(?x)])]
 @every *x [(onthibasiithasbeenstatedthatafeweducatedpeople[(?x)]  teacher[(?x)])]
]","forall (it(x) -: certaintythateverysingleteacherahumanbeing(x))
 forall (it(x) -: alsotruethatafeweducatedpeoplehumanbeing(x))
 forall (onthibasiithasbeenstatedthatafeweducatedpeople(x) -: teacher(x))
",-(+I0-+C0)-(+I0-+A0)-(+O0-+T0),"all:x (it(x) :- certaintythateverysingleteacherahumanbeing(x))
 all:x (it(x) :- alsotruethatafeweducatedpeoplehumanbeing(x))
 all:x (onthibasiithasbeenstatedthatafeweducatedpeople(x) :- teacher(x))
",categorical
331bc8f9-e5c1-40f3-ace4-77fbe5ad4719,Lions are not gazelles. All African lions are things that are lions. It follows that there are some African lions that are not gazelles.,True,True,"∀x (Lion(x) → NotGazelle(x))
 ∀x (AfricanLion(x) → ThingThatLion(x))
 ∃x (AfricanLionThat(x) ∧ NotGazelle(x))
","forall x (lion(x) implies notgazelle(x))
 forall x (africanlion(x) implies thingthatlion(x))
 exists x (africanlionthat(x) and notgazelle(x))
","[@every *x [(lion[(?x)]  notgazelle[(?x)])]
 @every *x [(africanlion[(?x)]  thingthatlion[(?x)])]
 *x [(africanlionthat[(?x)]  notgazelle[(?x)])]
]","forall (lion(x) -: notgazelle(x))
 forall (africanlion(x) -: thingthatlion(x))
  (africanlionthat(x) , notgazelle(x))
",-(+L0-+N0)-(+A0-+T0)+(+A1++N1),"all:x (lion(x) :- notgazelle(x))
 all:x (africanlion(x) :- thingthatlion(x))
 x (africanlionthat(x) & notgazelle(x))
",categorical
